,No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
36276,36277,2014,2,20,12,4,172.0,202.0,160.0,3.0,66.05,1023.0,9.0,NW,4.0,0.0,0.0,2014-02-20,187.0
36277,36278,2014,2,20,13,4,174.0,226.0,181.0,3.0,66.05,1022.0,9.0,NW,6.0,0.0,0.0,2014-02-20,200.0
36278,36279,2014,2,20,14,4,174.0,235.0,164.0,2.0,57.51,1021.0,10.0,NE,3.0,0.0,0.0,2014-02-20,204.5
36279,36280,2014,2,20,15,4,166.0,199.0,169.0,2.0,57.51,1020.0,10.0,NE,6.0,0.0,0.0,2014-02-20,182.5
36281,36282,2014,2,20,17,4,134.0,140.0,129.0,3.0,66.05,1019.0,9.0,NW,5.0,0.0,0.0,2014-02-20,137.0
36282,36283,2014,2,20,18,4,124.0,127.0,106.0,3.0,66.05,1020.0,9.0,NW,7.0,0.0,0.0,2014-02-20,125.5
36283,36284,2014,2,20,19,4,125.0,125.0,108.0,3.0,70.67,1020.0,8.0,NW,9.0,0.0,0.0,2014-02-20,125.0
36284,36285,2014,2,20,20,4,132.0,126.0,111.0,3.0,70.67,1021.0,8.0,NW,11.0,0.0,0.0,2014-02-20,129.0
36285,36286,2014,2,20,21,4,129.0,136.0,111.0,3.0,70.67,1022.0,8.0,NW,13.0,0.0,0.0,2014-02-20,132.5
36286,36287,2014,2,20,22,4,130.0,153.0,119.0,3.0,70.67,1022.0,8.0,cv,1.0,0.0,0.0,2014-02-20,141.5
36287,36288,2014,2,20,23,4,128.0,167.0,157.0,3.0,70.67,1023.0,8.0,NW,1.0,0.0,0.0,2014-02-20,147.5
36288,36289,2014,2,21,0,4,131.0,166.0,145.0,4.0,81.2,1022.0,7.0,cv,0.0,0.0,0.0,2014-02-21,148.5
36289,36290,2014,2,21,1,4,131.0,176.0,142.0,3.0,75.67,1022.0,7.0,SW,1.0,0.0,0.0,2014-02-21,153.5
36290,36291,2014,2,21,2,4,143.0,183.0,123.0,4.0,81.2,1021.0,7.0,cv,1.0,0.0,0.0,2014-02-21,163.0
36291,36292,2014,2,21,3,4,152.0,178.0,130.0,3.0,75.67,1021.0,7.0,cv,2.0,0.0,0.0,2014-02-21,165.0
36292,36293,2014,2,21,4,4,155.0,179.0,144.0,3.0,75.67,1020.0,7.0,cv,2.0,0.0,0.0,2014-02-21,167.0
36293,36294,2014,2,21,5,4,151.0,165.0,143.0,4.0,86.99,1020.0,6.0,cv,2.0,0.0,0.0,2014-02-21,158.0
36294,36295,2014,2,21,6,4,149.0,165.0,148.0,4.0,86.99,1020.0,6.0,cv,2.0,0.0,0.0,2014-02-21,157.0
36295,36296,2014,2,21,7,4,148.0,168.0,153.0,4.0,86.99,1021.0,6.0,cv,2.0,0.0,0.0,2014-02-21,158.0
36296,36297,2014,2,21,8,4,170.0,176.0,156.0,4.0,86.99,1021.0,6.0,SW,1.0,0.0,0.0,2014-02-21,173.0
36297,36298,2014,2,21,9,4,170.0,176.0,168.0,4.0,81.2,1021.0,7.0,SW,2.0,0.0,0.0,2014-02-21,173.0
36298,36299,2014,2,21,10,4,170.0,176.0,,3.0,70.67,1021.0,8.0,cv,1.0,0.0,0.0,2014-02-21,173.0
36299,36300,2014,2,21,11,4,170.0,176.0,153.0,3.0,66.05,1021.0,9.0,cv,2.0,0.0,0.0,2014-02-21,173.0
36300,36301,2014,2,21,12,4,170.0,176.0,135.0,2.0,57.51,1021.0,10.0,cv,3.0,0.0,0.0,2014-02-21,173.0
36301,36302,2014,2,21,13,4,157.0,24.0,152.0,3.0,57.77,1020.0,11.0,SW,1.0,0.0,0.0,2014-02-21,90.5
36302,36303,2014,2,21,14,4,165.0,57.0,136.0,2.0,50.36,1019.0,12.0,cv,1.0,0.0,0.0,2014-02-21,111.0
36303,36304,2014,2,21,15,4,169.0,77.0,126.0,0.0,43.6,1018.0,12.0,cv,3.0,0.0,0.0,2014-02-21,123.0
36304,36305,2014,2,21,16,4,148.0,193.0,112.0,1.0,50.08,1018.0,11.0,NE,2.0,0.0,0.0,2014-02-21,170.5
36305,36306,2014,2,21,17,4,148.0,163.0,128.0,1.0,50.08,1018.0,11.0,cv,1.0,0.0,0.0,2014-02-21,155.5
36306,36307,2014,2,21,18,4,147.0,156.0,137.0,1.0,50.08,1019.0,11.0,NE,3.0,0.0,0.0,2014-02-21,151.5
36307,36308,2014,2,21,19,4,174.0,155.0,130.0,2.0,57.51,1020.0,10.0,SE,2.0,0.0,0.0,2014-02-21,164.5
36308,36309,2014,2,21,20,4,193.0,167.0,143.0,3.0,61.76,1021.0,10.0,cv,1.0,0.0,0.0,2014-02-21,180.0
36309,36310,2014,2,21,21,4,205.0,182.0,188.0,3.0,66.05,1022.0,9.0,cv,1.0,0.0,0.0,2014-02-21,193.5
36310,36311,2014,2,21,22,4,216.0,218.0,209.0,4.0,70.88,1023.0,9.0,cv,1.0,0.0,0.0,2014-02-21,217.0
36311,36312,2014,2,21,23,4,221.0,208.0,190.0,4.0,70.88,1024.0,9.0,SW,2.0,0.0,0.0,2014-02-21,214.5
36312,36313,2014,2,22,0,4,230.0,205.0,159.0,4.0,70.88,1024.0,9.0,cv,0.0,0.0,0.0,2014-02-22,217.5
36313,36314,2014,2,22,1,4,213.0,198.0,167.0,4.0,75.84,1024.0,8.0,cv,0.0,0.0,0.0,2014-02-22,205.5
36314,36315,2014,2,22,2,4,181.0,198.0,161.0,4.0,75.84,1023.0,8.0,SW,1.0,0.0,0.0,2014-02-22,189.5
36315,36316,2014,2,22,3,4,200.0,198.0,179.0,4.0,75.84,1023.0,8.0,cv,0.0,0.0,0.0,2014-02-22,199.0
36316,36317,2014,2,22,4,4,207.0,144.0,190.0,4.0,75.84,1023.0,8.0,cv,0.0,0.0,0.0,2014-02-22,175.5
36317,36318,2014,2,22,5,4,199.0,103.0,195.0,5.0,81.34,1022.0,8.0,SW,1.0,0.0,0.0,2014-02-22,151.0
36318,36319,2014,2,22,6,4,201.0,105.0,187.0,4.0,75.84,1022.0,8.0,SE,1.0,0.0,0.0,2014-02-22,153.0
36319,36320,2014,2,22,7,4,205.0,100.0,191.0,4.0,75.84,1022.0,8.0,cv,1.0,0.0,0.0,2014-02-22,152.5
36320,36321,2014,2,22,8,4,210.0,143.0,190.0,4.0,75.84,1022.0,8.0,cv,1.0,0.0,0.0,2014-02-22,176.5
36321,36322,2014,2,22,9,4,205.0,225.0,190.0,5.0,81.34,1023.0,8.0,SW,1.0,0.0,0.0,2014-02-22,215.0
36322,36323,2014,2,22,10,4,204.0,228.0,191.0,5.0,76.01,1024.0,9.0,cv,1.0,0.0,0.0,2014-02-22,216.0
36323,36324,2014,2,22,11,4,210.0,228.0,181.0,4.0,66.27,1024.0,10.0,cv,2.0,0.0,0.0,2014-02-22,219.0
36328,36329,2014,2,22,16,4,122.0,145.0,124.0,2.0,47.17,1019.0,13.0,NE,6.0,0.0,0.0,2014-02-22,133.5
36329,36330,2014,2,22,17,4,116.0,191.0,115.0,2.0,47.17,1019.0,13.0,NE,9.0,0.0,0.0,2014-02-22,153.5
36330,36331,2014,2,22,18,4,151.0,183.0,182.0,2.0,50.36,1020.0,12.0,NE,12.0,0.0,0.0,2014-02-22,167.0
36331,36332,2014,2,22,19,4,179.0,178.0,162.0,2.0,50.36,1021.0,12.0,NE,15.0,0.0,0.0,2014-02-22,178.5
36332,36333,2014,2,22,20,4,177.0,180.0,170.0,3.0,57.77,1022.0,11.0,NW,2.0,0.0,0.0,2014-02-22,178.5
36333,36334,2014,2,22,21,4,147.0,178.0,153.0,4.0,62.0,1022.0,11.0,cv,1.0,0.0,0.0,2014-02-22,162.5
36334,36335,2014,2,22,22,4,138.0,173.0,127.0,5.0,71.07,1023.0,10.0,NW,1.0,0.0,0.0,2014-02-22,155.5
36335,36336,2014,2,22,23,4,141.0,177.0,131.0,4.0,66.27,1023.0,10.0,cv,1.0,0.0,0.0,2014-02-22,159.0
36336,36337,2014,2,23,0,4,167.0,173.0,134.0,4.0,66.27,1023.0,10.0,NW,1.0,0.0,0.0,2014-02-23,170.0
36337,36338,2014,2,23,1,4,178.0,171.0,148.0,5.0,76.01,1023.0,9.0,cv,1.0,0.0,0.0,2014-02-23,174.5
36338,36339,2014,2,23,2,4,191.0,176.0,175.0,5.0,76.01,1023.0,9.0,cv,1.0,0.0,0.0,2014-02-23,183.5
36339,36340,2014,2,23,3,4,203.0,185.0,161.0,5.0,76.01,1022.0,9.0,cv,1.0,0.0,0.0,2014-02-23,194.0
36340,36341,2014,2,23,4,4,206.0,192.0,165.0,5.0,81.34,1022.0,8.0,cv,2.0,0.0,0.0,2014-02-23,199.0
36341,36342,2014,2,23,5,4,205.0,197.0,160.0,5.0,81.34,1022.0,8.0,SW,1.0,0.0,0.0,2014-02-23,201.0
36342,36343,2014,2,23,6,4,212.0,194.0,169.0,5.0,81.34,1022.0,8.0,cv,1.0,0.0,0.0,2014-02-23,203.0
36343,36344,2014,2,23,7,4,218.0,198.0,162.0,5.0,81.34,1022.0,8.0,cv,1.0,0.0,0.0,2014-02-23,208.0
36344,36345,2014,2,23,8,4,224.0,206.0,169.0,5.0,81.34,1022.0,8.0,cv,1.0,0.0,0.0,2014-02-23,215.0
36345,36346,2014,2,23,9,4,227.0,218.0,178.0,6.0,81.48,1023.0,9.0,SW,1.0,0.0,0.0,2014-02-23,222.5
36346,36347,2014,2,23,10,4,223.0,234.0,193.0,6.0,76.18,1024.0,10.0,SW,2.0,0.0,0.0,2014-02-23,228.5
36347,36348,2014,2,23,11,4,218.0,215.0,200.0,5.0,66.49,1023.0,11.0,cv,0.0,0.0,0.0,2014-02-23,216.5
36348,36349,2014,2,23,12,4,196.0,203.0,202.0,5.0,62.24,1023.0,12.0,cv,0.0,0.0,0.0,2014-02-23,199.5
36349,36350,2014,2,23,13,4,189.0,179.0,164.0,4.0,54.35,1022.0,13.0,cv,1.0,0.0,0.0,2014-02-23,184.0
36350,36351,2014,2,23,14,4,179.0,185.0,162.0,5.0,54.62,1020.0,14.0,cv,3.0,0.0,0.0,2014-02-23,182.0
36351,36352,2014,2,23,15,4,164.0,196.0,165.0,3.0,44.49,1019.0,15.0,NW,2.0,0.0,0.0,2014-02-23,180.0
36352,36353,2014,2,23,16,4,195.0,180.0,176.0,3.0,44.49,1018.0,15.0,cv,1.0,0.0,0.0,2014-02-23,187.5
36353,36354,2014,2,23,17,4,183.0,141.0,147.0,4.0,50.92,1018.0,14.0,NE,3.0,0.0,0.0,2014-02-23,162.0
36354,36355,2014,2,23,18,4,155.0,138.0,132.0,4.0,50.92,1018.0,14.0,SE,3.0,0.0,0.0,2014-02-23,146.5
36355,36356,2014,2,23,19,4,150.0,147.0,129.0,3.0,50.65,1019.0,13.0,NE,2.0,0.0,0.0,2014-02-23,148.5
36356,36357,2014,2,23,20,4,144.0,149.0,130.0,4.0,58.03,1019.0,12.0,SE,3.0,0.0,0.0,2014-02-23,146.5
36357,36358,2014,2,23,21,4,144.0,155.0,132.0,4.0,58.03,1020.0,12.0,SE,5.0,0.0,0.0,2014-02-23,149.5
36358,36359,2014,2,23,22,4,135.0,155.0,121.0,4.0,62.0,1020.0,11.0,SE,8.0,0.0,0.0,2014-02-23,145.0
36359,36360,2014,2,23,23,4,129.0,153.0,115.0,4.0,62.0,1020.0,11.0,NE,2.0,0.0,0.0,2014-02-23,141.0
36360,36361,2014,2,24,0,4,132.0,158.0,128.0,4.0,62.0,1020.0,11.0,cv,1.0,0.0,0.0,2014-02-24,145.0
36361,36362,2014,2,24,1,4,138.0,161.0,129.0,4.0,66.27,1020.0,10.0,cv,1.0,0.0,0.0,2014-02-24,149.5
36362,36363,2014,2,24,2,4,144.0,170.0,137.0,5.0,71.07,1020.0,10.0,cv,1.0,0.0,0.0,2014-02-24,157.0
36363,36364,2014,2,24,3,4,143.0,166.0,130.0,5.0,76.01,1019.0,9.0,cv,1.0,0.0,0.0,2014-02-24,154.5
36364,36365,2014,2,24,4,4,141.0,166.0,131.0,5.0,76.01,1018.0,9.0,SW,1.0,0.0,0.0,2014-02-24,153.5
36366,36367,2014,2,24,6,4,145.0,164.0,135.0,5.0,76.01,1018.0,9.0,cv,0.0,0.0,0.0,2014-02-24,154.5
36367,36368,2014,2,24,7,4,144.0,171.0,139.0,5.0,81.34,1018.0,8.0,cv,0.0,0.0,0.0,2014-02-24,157.5
36368,36369,2014,2,24,8,4,145.0,182.0,147.0,4.0,66.27,1019.0,10.0,NE,2.0,0.0,0.0,2014-02-24,163.5
36369,36370,2014,2,24,9,4,156.0,188.0,157.0,5.0,71.07,1019.0,10.0,cv,1.0,0.0,0.0,2014-02-24,172.0
36370,36371,2014,2,24,10,4,173.0,187.0,162.0,6.0,71.27,1020.0,11.0,cv,1.0,0.0,0.0,2014-02-24,180.0
36371,36372,2014,2,24,11,4,172.0,155.0,143.0,5.0,62.24,1020.0,12.0,cv,1.0,0.0,0.0,2014-02-24,163.5
36372,36373,2014,2,24,12,4,154.0,131.0,118.0,5.0,58.29,1019.0,13.0,cv,2.0,0.0,0.0,2014-02-24,142.5
36373,36374,2014,2,24,13,4,131.0,112.0,115.0,5.0,54.62,1018.0,14.0,cv,3.0,0.0,0.0,2014-02-24,121.5
36374,36375,2014,2,24,14,4,120.0,104.0,91.0,5.0,54.62,1016.0,14.0,cv,3.0,0.0,0.0,2014-02-24,112.0
36375,36376,2014,2,24,15,4,119.0,105.0,105.0,5.0,54.62,1016.0,14.0,cv,4.0,0.0,0.0,2014-02-24,112.0
36376,36377,2014,2,24,16,4,125.0,132.0,107.0,4.0,50.92,1016.0,14.0,NW,2.0,0.0,0.0,2014-02-24,128.5
36377,36378,2014,2,24,17,4,154.0,158.0,121.0,5.0,54.62,1016.0,14.0,cv,1.0,0.0,0.0,2014-02-24,156.0
36378,36379,2014,2,24,18,4,149.0,133.0,130.0,5.0,54.62,1016.0,14.0,NW,1.0,0.0,0.0,2014-02-24,141.0
36379,36380,2014,2,24,19,4,135.0,142.0,125.0,6.0,62.48,1018.0,13.0,cv,1.0,0.0,0.0,2014-02-24,138.5
36386,36387,2014,2,25,2,4,103.0,108.0,92.0,8.0,87.38,1021.0,10.0,cv,2.0,0.0,0.0,2014-02-25,105.5
36387,36388,2014,2,25,3,4,105.0,109.0,92.0,7.0,87.28,1021.0,9.0,SW,1.0,0.0,0.0,2014-02-25,107.0
36388,36389,2014,2,25,4,4,101.0,117.0,91.0,8.0,87.38,1020.0,10.0,cv,0.0,0.0,0.0,2014-02-25,109.0
36389,36390,2014,2,25,5,4,96.0,118.0,95.0,8.0,93.45,1020.0,9.0,SW,1.0,0.0,0.0,2014-02-25,107.0
36390,36391,2014,2,25,6,4,94.0,124.0,96.0,8.0,87.38,1020.0,10.0,cv,0.0,0.0,0.0,2014-02-25,109.0
36391,36392,2014,2,25,7,4,97.0,126.0,100.0,8.0,87.38,1020.0,10.0,cv,1.0,0.0,0.0,2014-02-25,111.5
36392,36393,2014,2,25,8,4,99.0,130.0,99.0,8.0,87.38,1021.0,10.0,cv,1.0,0.0,0.0,2014-02-25,114.5
36393,36394,2014,2,25,9,4,103.0,136.0,103.0,8.0,81.75,1021.0,11.0,cv,2.0,0.0,0.0,2014-02-25,119.5
36394,36395,2014,2,25,10,4,111.0,131.0,118.0,8.0,81.75,1022.0,11.0,SW,2.0,0.0,0.0,2014-02-25,121.0
36395,36396,2014,2,25,11,4,130.0,132.0,122.0,8.0,81.75,1021.0,11.0,cv,0.0,0.0,0.0,2014-02-25,131.0
36396,36397,2014,2,25,12,4,129.0,140.0,135.0,8.0,76.52,1021.0,12.0,cv,1.0,0.0,0.0,2014-02-25,134.5
36397,36398,2014,2,25,13,4,128.0,134.0,130.0,8.0,76.52,1020.0,12.0,cv,2.0,0.0,0.0,2014-02-25,131.0
36398,36399,2014,2,25,14,4,120.0,135.0,125.0,8.0,76.52,1018.0,12.0,cv,3.0,0.0,0.0,2014-02-25,127.5
36399,36400,2014,2,25,15,4,116.0,120.0,127.0,8.0,76.52,1018.0,12.0,cv,4.0,0.0,0.0,2014-02-25,118.0
36400,36401,2014,2,25,16,4,161.0,102.0,105.0,8.0,76.52,1017.0,12.0,cv,5.0,0.0,0.0,2014-02-25,131.5
36401,36402,2014,2,25,17,4,105.0,121.0,121.0,7.0,71.47,1017.0,12.0,cv,6.0,0.0,0.0,2014-02-25,113.0
36402,36403,2014,2,25,18,4,92.0,119.0,122.0,7.0,71.47,1017.0,12.0,NW,3.0,0.0,0.0,2014-02-25,105.5
36403,36404,2014,2,25,19,4,97.0,121.0,124.0,7.0,76.35,1018.0,11.0,NW,6.0,0.0,0.0,2014-02-25,109.0
36404,36405,2014,2,25,20,4,96.0,122.0,122.0,7.0,76.35,1019.0,11.0,NW,9.0,0.0,0.0,2014-02-25,109.0
36405,36406,2014,2,25,21,4,92.0,111.0,105.0,7.0,76.35,1020.0,11.0,NW,12.0,0.0,0.0,2014-02-25,101.5
36406,36407,2014,2,25,22,4,79.0,102.0,91.0,7.0,76.35,1021.0,11.0,NW,14.0,0.0,0.0,2014-02-25,90.5
36407,36408,2014,2,25,23,4,79.0,102.0,83.0,7.0,81.61,1021.0,10.0,NW,16.0,0.0,0.0,2014-02-25,90.5
36408,36409,2014,2,26,0,4,75.0,89.0,66.0,7.0,81.61,1021.0,10.0,NW,18.0,0.0,0.0,2014-02-26,82.0
36409,36410,2014,2,26,1,4,64.0,88.0,64.0,7.0,81.61,1021.0,10.0,NW,20.0,0.0,0.0,2014-02-26,76.0
36410,36411,2014,2,26,2,4,63.0,84.0,62.0,7.0,81.61,1021.0,10.0,NW,22.0,0.0,0.0,2014-02-26,73.5
36411,36412,2014,2,26,3,4,60.0,87.0,68.0,7.0,81.61,1021.0,10.0,cv,1.0,0.0,0.0,2014-02-26,73.5
36412,36413,2014,2,26,4,4,60.0,106.0,84.0,7.0,81.61,1020.0,10.0,cv,2.0,0.0,0.0,2014-02-26,83.0
36413,36414,2014,2,26,5,4,61.0,119.0,89.0,7.0,81.61,1020.0,10.0,cv,3.0,0.0,0.0,2014-02-26,90.0
36414,36415,2014,2,26,6,4,68.0,123.0,84.0,8.0,87.38,1020.0,10.0,cv,4.0,0.3,0.3,2014-02-26,95.5
36415,36416,2014,2,26,7,4,86.0,123.0,89.0,8.0,93.45,1020.0,9.0,NW,2.0,0.1,0.4,2014-02-26,104.5
36416,36417,2014,2,26,8,4,95.0,130.0,106.0,8.0,93.45,1021.0,9.0,cv,1.0,0.2,0.6,2014-02-26,112.5
36417,36418,2014,2,26,9,4,90.0,107.0,107.0,8.0,87.38,1021.0,10.0,cv,2.0,0.0,0.0,2014-02-26,98.5
36418,36419,2014,2,26,10,4,94.0,82.0,99.0,8.0,87.38,1021.0,10.0,cv,3.0,0.0,0.0,2014-02-26,88.0
36419,36420,2014,2,26,11,4,97.0,77.0,96.0,8.0,81.75,1021.0,11.0,cv,4.0,0.0,0.0,2014-02-26,87.0
36420,36421,2014,2,26,12,4,87.0,79.0,99.0,8.0,76.52,1020.0,12.0,cv,5.0,0.0,0.0,2014-02-26,83.0
36421,36422,2014,2,26,13,4,88.0,103.0,100.0,7.0,71.47,1019.0,12.0,NW,2.0,0.0,0.0,2014-02-26,95.5
36422,36423,2014,2,26,14,4,96.0,114.0,122.0,8.0,76.52,1018.0,12.0,cv,1.0,0.0,0.0,2014-02-26,105.0
36423,36424,2014,2,26,15,4,111.0,113.0,148.0,7.0,71.47,1017.0,12.0,NE,3.0,0.0,0.0,2014-02-26,112.0
36424,36425,2014,2,26,16,4,110.0,83.0,117.0,7.0,71.47,1017.0,12.0,NW,3.0,0.0,0.0,2014-02-26,96.5
36425,36426,2014,2,26,17,4,89.0,76.0,100.0,7.0,71.47,1017.0,12.0,NE,4.0,0.0,0.0,2014-02-26,82.5
36426,36427,2014,2,26,18,4,78.0,69.0,95.0,7.0,71.47,1018.0,12.0,NW,3.0,0.0,0.0,2014-02-26,73.5
36427,36428,2014,2,26,19,4,70.0,61.0,80.0,8.0,81.75,1019.0,11.0,NW,7.0,0.0,0.0,2014-02-26,65.5
36428,36429,2014,2,26,20,4,58.0,61.0,79.0,8.0,81.75,1020.0,11.0,NE,4.0,0.0,0.0,2014-02-26,59.5
36429,36430,2014,2,26,21,4,37.0,37.0,45.0,8.0,81.75,1022.0,11.0,NE,9.0,0.0,0.0,2014-02-26,37.0
36430,36431,2014,2,26,22,4,20.0,19.0,30.0,8.0,87.38,1022.0,10.0,NW,3.0,0.0,0.0,2014-02-26,19.5
36431,36432,2014,2,26,23,4,13.0,13.0,20.0,7.0,76.35,1022.0,11.0,NE,5.0,0.0,0.0,2014-02-26,13.0
36432,36433,2014,2,27,0,4,17.0,14.0,14.0,7.0,81.61,1023.0,10.0,NE,9.0,0.0,0.0,2014-02-27,15.5
36433,36434,2014,2,27,1,4,28.0,16.0,19.0,7.0,87.28,1023.0,9.0,cv,1.0,0.0,0.0,2014-02-27,22.0
36434,36435,2014,2,27,2,4,25.0,18.0,22.0,7.0,87.28,1023.0,9.0,cv,2.0,0.0,0.0,2014-02-27,21.5
36435,36436,2014,2,27,3,4,20.0,18.0,28.0,7.0,87.28,1022.0,9.0,cv,3.0,0.0,0.0,2014-02-27,19.0
36436,36437,2014,2,27,4,4,20.0,17.0,21.0,7.0,81.61,1021.0,10.0,NE,2.0,0.0,0.0,2014-02-27,18.5
36437,36438,2014,2,27,5,4,23.0,18.0,25.0,6.0,76.18,1021.0,10.0,NE,4.0,0.0,0.0,2014-02-27,20.5
36438,36439,2014,2,27,6,4,29.0,21.0,31.0,6.0,76.18,1020.0,10.0,NE,6.0,0.0,0.0,2014-02-27,25.0
36439,36440,2014,2,27,7,4,31.0,23.0,32.0,6.0,81.48,1021.0,9.0,cv,1.0,0.0,0.0,2014-02-27,27.0
36440,36441,2014,2,27,8,4,31.0,30.0,39.0,5.0,71.07,1021.0,10.0,NW,3.0,0.0,0.0,2014-02-27,30.5
36441,36442,2014,2,27,9,4,32.0,33.0,40.0,6.0,76.18,1021.0,10.0,cv,1.0,0.0,0.0,2014-02-27,32.5
36442,36443,2014,2,27,10,4,38.0,27.0,44.0,6.0,76.18,1021.0,10.0,cv,2.0,0.1,0.1,2014-02-27,32.5
36443,36444,2014,2,27,11,4,45.0,30.0,40.0,6.0,76.18,1021.0,10.0,NE,3.0,0.0,0.0,2014-02-27,37.5
36444,36445,2014,2,27,12,4,63.0,38.0,53.0,6.0,76.18,1020.0,10.0,NW,2.0,0.0,0.0,2014-02-27,50.5
36445,36446,2014,2,27,13,4,43.0,38.0,48.0,6.0,76.18,1019.0,10.0,cv,1.0,0.0,0.0,2014-02-27,40.5
36446,36447,2014,2,27,14,4,62.0,24.0,33.0,7.0,81.61,1017.0,10.0,cv,2.0,0.0,0.0,2014-02-27,43.0
36447,36448,2014,2,27,15,4,63.0,26.0,69.0,6.0,71.27,1016.0,11.0,NE,2.0,0.0,0.0,2014-02-27,44.5
36448,36449,2014,2,27,16,4,51.0,29.0,61.0,5.0,62.24,1015.0,12.0,NW,2.0,0.0,0.0,2014-02-27,40.0
36449,36450,2014,2,27,17,4,57.0,46.0,63.0,5.0,62.24,1015.0,12.0,cv,1.0,0.0,0.0,2014-02-27,51.5
36451,36452,2014,2,27,19,4,46.0,33.0,52.0,5.0,62.24,1015.0,12.0,NE,5.0,0.0,0.0,2014-02-27,39.5
36452,36453,2014,2,27,20,4,64.0,32.0,32.0,5.0,66.49,1016.0,11.0,NW,3.0,0.0,0.0,2014-02-27,48.0
36453,36454,2014,2,27,21,4,60.0,34.0,46.0,4.0,62.0,1017.0,11.0,NW,6.0,0.0,0.0,2014-02-27,47.0
36454,36455,2014,2,27,22,4,47.0,35.0,38.0,3.0,57.77,1017.0,11.0,NE,4.0,0.0,0.0,2014-02-27,41.0
36455,36456,2014,2,27,23,4,58.0,36.0,45.0,3.0,57.77,1017.0,11.0,NE,7.0,0.0,0.0,2014-02-27,47.0
36456,36457,2014,2,28,0,4,44.0,42.0,61.0,4.0,66.27,1017.0,10.0,NW,2.0,0.0,0.0,2014-02-28,43.0
36457,36458,2014,2,28,1,4,48.0,50.0,53.0,4.0,70.88,1017.0,9.0,NW,4.0,0.0,0.0,2014-02-28,49.0
36458,36459,2014,2,28,2,4,47.0,38.0,44.0,4.0,70.88,1017.0,9.0,NW,6.0,0.0,0.0,2014-02-28,42.5
36459,36460,2014,2,28,3,4,43.0,40.0,41.0,5.0,76.01,1016.0,9.0,NW,8.0,0.0,0.0,2014-02-28,41.5
36460,36461,2014,2,28,4,4,46.0,46.0,48.0,5.0,76.01,1016.0,9.0,NW,9.0,0.0,0.0,2014-02-28,46.0
36461,36462,2014,2,28,5,4,53.0,54.0,63.0,5.0,76.01,1015.0,9.0,cv,0.0,0.0,0.0,2014-02-28,53.5
36462,36463,2014,2,28,6,4,76.0,68.0,54.0,6.0,81.48,1015.0,9.0,cv,0.0,0.0,0.0,2014-02-28,72.0
36463,36464,2014,2,28,7,4,88.0,65.0,90.0,6.0,81.48,1015.0,9.0,NW,1.0,0.0,0.0,2014-02-28,76.5
36464,36465,2014,2,28,8,4,86.0,87.0,106.0,6.0,81.48,1017.0,9.0,cv,1.0,0.0,0.0,2014-02-28,86.5
36465,36466,2014,2,28,9,4,76.0,88.0,93.0,6.0,81.48,1018.0,9.0,cv,2.0,0.0,0.0,2014-02-28,82.0
36466,36467,2014,2,28,10,4,50.0,96.0,89.0,7.0,81.61,1018.0,10.0,NW,3.0,0.0,0.0,2014-02-28,73.0
36467,36468,2014,2,28,11,4,50.0,116.0,82.0,7.0,81.61,1018.0,10.0,NW,6.0,0.0,0.0,2014-02-28,83.0
36468,36469,2014,2,28,12,4,64.0,113.0,95.0,7.0,81.61,1018.0,10.0,NW,10.0,0.0,0.0,2014-02-28,88.5
36469,36470,2014,2,28,13,4,70.0,108.0,90.0,7.0,81.61,1018.0,10.0,NW,13.0,0.0,0.0,2014-02-28,89.0
36470,36471,2014,2,28,14,4,42.0,55.0,72.0,7.0,81.61,1017.0,10.0,NW,16.0,0.0,0.0,2014-02-28,48.5
36471,36472,2014,2,28,15,4,40.0,17.0,25.0,7.0,81.61,1016.0,10.0,NW,19.0,0.0,0.0,2014-02-28,28.5
36472,36473,2014,2,28,16,4,33.0,12.0,17.0,7.0,81.61,1015.0,10.0,NE,4.0,0.0,0.0,2014-02-28,22.5
36473,36474,2014,2,28,17,4,20.0,13.0,24.0,7.0,81.61,1015.0,10.0,NE,9.0,0.0,0.0,2014-02-28,16.5
36474,36475,2014,2,28,18,4,21.0,13.0,17.0,6.0,71.27,1015.0,11.0,NE,13.0,0.0,0.0,2014-02-28,17.0
36475,36476,2014,2,28,19,4,29.0,18.0,31.0,6.0,76.18,1016.0,10.0,NW,2.0,0.0,0.0,2014-02-28,23.5
36476,36477,2014,2,28,20,4,32.0,23.0,36.0,6.0,76.18,1017.0,10.0,cv,1.0,0.0,0.0,2014-02-28,27.5
36477,36478,2014,2,28,21,4,34.0,30.0,36.0,6.0,76.18,1018.0,10.0,NW,1.0,0.0,0.0,2014-02-28,32.0
36478,36479,2014,2,28,22,4,35.0,36.0,38.0,6.0,76.18,1019.0,10.0,NW,2.0,0.0,0.0,2014-02-28,35.5
36488,36489,2014,3,1,8,1,49.0,48.0,49.0,4.0,70.88,1021.0,9.0,NW,2.0,0.0,0.0,2014-03-01,48.5
36489,36490,2014,3,1,9,1,54.0,64.0,48.0,5.0,76.01,1022.0,9.0,NW,3.0,0.0,0.0,2014-03-01,59.0
36490,36491,2014,3,1,10,1,58.0,60.0,48.0,4.0,66.27,1022.0,10.0,cv,1.0,0.0,0.0,2014-03-01,59.0
