,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
36214,36215,2014,2,17,22,4,45.0,32.0,38.0,41.0,-15.0,36.0,1036.0,-2.0,SE,41.13,0.0,0.0,2014-02-17,38.33
36215,36216,2014,2,17,23,4,36.0,35.0,35.0,45.0,-13.0,39.0,1036.0,-1.0,SE,45.15,0.0,0.0,2014-02-17,35.33
36216,36217,2014,2,18,0,4,31.0,33.0,32.0,28.0,-13.0,42.0,1036.0,-2.0,SE,48.28,0.0,0.0,2014-02-18,32.0
36217,36218,2014,2,18,1,4,35.0,39.0,32.0,27.0,-12.0,49.0,1036.0,-3.0,SE,49.17,0.0,0.0,2014-02-18,35.33
36219,36220,2014,2,18,3,4,41.0,68.0,54.0,46.0,-12.0,53.0,1035.0,-4.0,cv,0.89,0.0,0.0,2014-02-18,54.33
36220,36221,2014,2,18,4,4,50.0,59.0,54.0,65.0,-12.0,53.0,1034.0,-4.0,SE,1.79,0.0,0.0,2014-02-18,54.33
36221,36222,2014,2,18,5,4,50.0,53.0,54.0,60.0,-13.0,49.0,1035.0,-4.0,SE,3.58,0.0,0.0,2014-02-18,52.33
36222,36223,2014,2,18,6,4,54.0,63.0,63.0,54.0,-13.0,49.0,1034.0,-4.0,SE,5.37,0.0,0.0,2014-02-18,60.0
36223,36224,2014,2,18,7,4,62.0,72.0,69.0,63.0,-13.0,49.0,1035.0,-4.0,SE,7.16,0.0,0.0,2014-02-18,67.67
36224,36225,2014,2,18,8,4,73.0,77.0,80.0,71.0,-12.0,49.0,1035.0,-3.0,SE,8.95,0.0,0.0,2014-02-18,76.67
36225,36226,2014,2,18,9,4,78.0,77.0,85.0,69.0,-12.0,49.0,1035.0,-3.0,SE,12.97,0.0,0.0,2014-02-18,80.0
36226,36227,2014,2,18,10,4,78.0,81.0,92.0,76.0,-12.0,46.0,1034.0,-2.0,SE,16.1,0.0,0.0,2014-02-18,83.67
36227,36228,2014,2,18,11,4,75.0,78.0,74.0,82.0,-11.0,43.0,1034.0,0.0,SE,19.23,0.0,0.0,2014-02-18,75.67
36228,36229,2014,2,18,12,4,80.0,56.0,68.0,63.0,-12.0,37.0,1033.0,1.0,SE,22.36,0.0,0.0,2014-02-18,68.0
36229,36230,2014,2,18,13,4,69.0,62.0,65.0,63.0,-12.0,34.0,1031.0,2.0,SE,26.38,0.0,0.0,2014-02-18,65.33
36230,36231,2014,2,18,14,4,70.0,63.0,70.0,63.0,-12.0,34.0,1030.0,2.0,SE,30.4,0.0,0.0,2014-02-18,67.67
36231,36232,2014,2,18,15,4,82.0,72.0,83.0,64.0,-12.0,34.0,1029.0,2.0,SE,34.42,0.0,0.0,2014-02-18,79.0
36232,36233,2014,2,18,16,4,79.0,70.0,75.0,,-12.0,34.0,1029.0,2.0,SE,37.55,0.0,0.0,2014-02-18,74.67
36233,36234,2014,2,18,17,4,71.0,67.0,72.0,88.0,-12.0,34.0,1028.0,2.0,SE,40.68,0.0,0.0,2014-02-18,70.0
36234,36235,2014,2,18,18,4,79.0,64.0,74.0,80.0,-12.0,39.0,1028.0,0.0,SE,42.47,0.0,0.0,2014-02-18,72.33
36235,36236,2014,2,18,19,4,89.0,71.0,80.0,89.0,-11.0,46.0,1029.0,-1.0,cv,0.89,0.0,0.0,2014-02-18,80.0
36236,36237,2014,2,18,20,4,91.0,76.0,93.0,93.0,-10.0,54.0,1029.0,-2.0,SE,0.89,0.0,0.0,2014-02-18,86.67
36237,36238,2014,2,18,21,4,84.0,94.0,90.0,104.0,-11.0,46.0,1029.0,-1.0,NE,1.79,0.0,0.0,2014-02-18,89.33
36238,36239,2014,2,18,22,4,65.0,82.0,86.0,123.0,-11.0,46.0,1030.0,-1.0,SE,1.79,0.0,0.0,2014-02-18,77.67
36239,36240,2014,2,18,23,4,78.0,94.0,93.0,118.0,-11.0,50.0,1029.0,-2.0,SE,2.68,0.0,0.0,2014-02-18,88.33
36240,36241,2014,2,19,0,4,99.0,111.0,102.0,116.0,-11.0,50.0,1029.0,-2.0,NE,1.79,0.0,0.0,2014-02-19,104.0
36241,36242,2014,2,19,1,4,126.0,110.0,115.0,125.0,-11.0,53.0,1029.0,-3.0,NE,3.58,0.0,0.0,2014-02-19,117.0
36242,36243,2014,2,19,2,4,111.0,106.0,111.0,119.0,-11.0,53.0,1029.0,-3.0,SE,0.89,0.0,0.0,2014-02-19,109.33
36243,36244,2014,2,19,3,4,98.0,101.0,103.0,120.0,-11.0,62.0,1028.0,-5.0,NW,1.79,0.0,0.0,2014-02-19,100.67
36244,36245,2014,2,19,4,4,90.0,92.0,97.0,122.0,-11.0,62.0,1028.0,-5.0,cv,0.89,0.0,0.0,2014-02-19,93.0
36245,36246,2014,2,19,5,4,79.0,89.0,94.0,122.0,-12.0,67.0,1028.0,-7.0,NW,3.13,0.0,0.0,2014-02-19,87.33
36246,36247,2014,2,19,6,4,71.0,92.0,92.0,112.0,-11.0,67.0,1029.0,-6.0,cv,0.89,0.0,0.0,2014-02-19,85.0
36247,36248,2014,2,19,7,4,63.0,113.0,103.0,108.0,-12.0,72.0,1029.0,-8.0,cv,1.78,0.0,0.0,2014-02-19,93.0
36248,36249,2014,2,19,8,4,49.0,108.0,104.0,103.0,-10.0,79.0,1030.0,-7.0,NW,1.79,0.0,0.0,2014-02-19,87.0
36249,36250,2014,2,19,9,4,45.0,60.0,43.0,89.0,-8.0,54.0,1030.0,0.0,NW,4.92,0.0,0.0,2014-02-19,49.33
36250,36251,2014,2,19,10,4,19.0,41.0,36.0,58.0,-13.0,31.0,1031.0,2.0,NW,8.05,0.0,0.0,2014-02-19,32.0
36251,36252,2014,2,19,11,4,11.0,28.0,20.0,38.0,-15.0,25.0,1030.0,3.0,NW,9.84,0.0,0.0,2014-02-19,19.67
36252,36253,2014,2,19,12,4,16.0,18.0,28.0,19.0,-17.0,19.0,1029.0,4.0,NE,1.79,0.0,0.0,2014-02-19,20.67
36253,36254,2014,2,19,13,4,18.0,20.0,24.0,22.0,-17.0,18.0,1028.0,5.0,NW,1.79,0.0,0.0,2014-02-19,20.67
36254,36255,2014,2,19,14,4,16.0,15.0,8.0,18.0,-17.0,18.0,1027.0,5.0,cv,0.89,0.0,0.0,2014-02-19,13.0
36255,36256,2014,2,19,15,4,15.0,12.0,19.0,14.0,-18.0,15.0,1027.0,6.0,NE,1.79,0.0,0.0,2014-02-19,15.33
36256,36257,2014,2,19,16,4,18.0,15.0,23.0,16.0,-19.0,15.0,1027.0,5.0,SE,3.13,0.0,0.0,2014-02-19,18.67
36257,36258,2014,2,19,17,4,24.0,26.0,22.0,15.0,-18.0,17.0,1027.0,5.0,SE,7.15,0.0,0.0,2014-02-19,24.0
36258,36259,2014,2,19,18,4,30.0,26.0,29.0,34.0,-17.0,22.0,1027.0,2.0,SE,8.94,0.0,0.0,2014-02-19,28.33
36259,36260,2014,2,19,19,4,61.0,60.0,73.0,39.0,-15.0,29.0,1028.0,1.0,SE,12.96,0.0,0.0,2014-02-19,64.67
36260,36261,2014,2,19,20,4,122.0,103.0,113.0,89.0,-11.0,46.0,1029.0,-1.0,SE,16.98,0.0,0.0,2014-02-19,112.67
36261,36262,2014,2,19,21,4,128.0,111.0,123.0,124.0,-12.0,46.0,1029.0,-2.0,SE,20.11,0.0,0.0,2014-02-19,120.67
36262,36263,2014,2,19,22,4,140.0,123.0,136.0,142.0,-8.0,54.0,1030.0,0.0,SE,25.03,0.0,0.0,2014-02-19,133.0
36263,36264,2014,2,19,23,4,144.0,130.0,129.0,152.0,-9.0,58.0,1030.0,-2.0,SE,26.82,0.0,0.0,2014-02-19,134.33
36264,36265,2014,2,20,0,4,120.0,128.0,130.0,156.0,-7.0,68.0,1030.0,-2.0,SE,29.95,0.0,0.0,2014-02-20,126.0
36265,36266,2014,2,20,1,4,142.0,133.0,117.0,152.0,-7.0,73.0,1030.0,-3.0,SE,31.74,0.0,0.0,2014-02-20,130.67
36266,36267,2014,2,20,2,4,150.0,132.0,120.0,160.0,-7.0,79.0,1030.0,-4.0,SE,33.53,0.0,0.0,2014-02-20,134.0
36267,36268,2014,2,20,3,4,153.0,134.0,126.0,173.0,-7.0,79.0,1030.0,-4.0,SE,35.32,0.0,0.0,2014-02-20,137.67
36268,36269,2014,2,20,4,4,133.0,137.0,129.0,174.0,-6.0,79.0,1030.0,-3.0,SE,36.21,0.0,0.0,2014-02-20,133.0
36269,36270,2014,2,20,5,4,137.0,141.0,134.0,180.0,-6.0,79.0,1030.0,-3.0,cv,0.89,0.0,0.0,2014-02-20,137.33
36270,36271,2014,2,20,6,4,166.0,148.0,136.0,185.0,-5.0,79.0,1031.0,-2.0,SE,0.89,0.0,0.0,2014-02-20,150.0
36271,36272,2014,2,20,7,4,141.0,155.0,140.0,184.0,-5.0,79.0,1031.0,-2.0,SE,1.78,0.0,0.0,2014-02-20,145.33
36272,36273,2014,2,20,8,4,145.0,159.0,144.0,190.0,-5.0,79.0,1032.0,-2.0,SE,3.57,0.0,0.0,2014-02-20,149.33
36273,36274,2014,2,20,9,4,151.0,169.0,176.0,196.0,-5.0,74.0,1032.0,-1.0,SE,5.36,0.0,0.0,2014-02-20,165.33
36274,36275,2014,2,20,10,4,163.0,180.0,188.0,,-6.0,68.0,1032.0,-1.0,SE,7.15,0.0,0.0,2014-02-20,177.0
36275,36276,2014,2,20,11,4,175.0,185.0,194.0,221.0,-6.0,63.0,1032.0,0.0,SE,8.94,0.0,0.0,2014-02-20,184.67
36276,36277,2014,2,20,12,4,187.0,194.0,176.0,233.0,-7.0,59.0,1031.0,0.0,SE,10.73,0.0,0.0,2014-02-20,185.67
36278,36279,2014,2,20,14,4,245.0,153.0,280.0,273.0,-7.0,55.0,1030.0,1.0,SE,16.99,0.0,0.0,2014-02-20,226.0
36279,36280,2014,2,20,15,4,276.0,273.0,305.0,327.0,-6.0,59.0,1030.0,1.0,SE,20.12,0.0,0.0,2014-02-20,284.67
36280,36281,2014,2,20,16,4,286.0,297.0,336.0,347.0,-6.0,63.0,1029.0,0.0,SE,23.25,0.0,0.0,2014-02-20,306.33
36281,36282,2014,2,20,17,4,307.0,310.0,344.0,384.0,-5.0,69.0,1029.0,0.0,SE,26.38,0.0,0.0,2014-02-20,320.33
36282,36283,2014,2,20,18,4,330.0,313.0,352.0,392.0,-5.0,74.0,1029.0,-1.0,SE,28.17,0.0,0.0,2014-02-20,331.67
36283,36284,2014,2,20,19,4,335.0,302.0,333.0,400.0,-6.0,79.0,1029.0,-3.0,SE,29.06,0.0,0.0,2014-02-20,323.33
36284,36285,2014,2,20,20,4,322.0,323.0,349.0,394.0,-6.0,74.0,1030.0,-2.0,SE,29.95,0.0,0.0,2014-02-20,331.33
36285,36286,2014,2,20,21,4,320.0,334.0,367.0,448.0,-6.0,79.0,1030.0,-3.0,NE,0.89,0.0,0.0,2014-02-20,340.33
36286,36287,2014,2,20,22,4,323.0,333.0,342.0,424.0,-6.0,79.0,1030.0,-3.0,cv,0.45,0.0,0.0,2014-02-20,332.67
36287,36288,2014,2,20,23,4,311.0,340.0,320.0,400.0,-6.0,85.0,1030.0,-4.0,SE,0.89,0.0,0.0,2014-02-20,323.67
36288,36289,2014,2,21,0,4,326.0,327.0,295.0,398.0,-6.0,85.0,1030.0,-4.0,cv,0.45,0.0,0.0,2014-02-21,316.0
36289,36290,2014,2,21,1,4,285.0,305.0,264.0,383.0,-7.0,79.0,1030.0,-4.0,cv,0.9,0.0,0.0,2014-02-21,284.67
36290,36291,2014,2,21,2,4,290.0,317.0,267.0,357.0,-8.0,79.0,1029.0,-5.0,cv,1.35,0.0,0.0,2014-02-21,291.33
36291,36292,2014,2,21,3,4,286.0,306.0,286.0,367.0,-7.0,85.0,1029.0,-5.0,cv,1.8,0.0,0.0,2014-02-21,292.67
36292,36293,2014,2,21,4,4,261.0,286.0,272.0,335.0,-7.0,85.0,1029.0,-5.0,cv,2.25,0.0,0.0,2014-02-21,273.0
36293,36294,2014,2,21,5,4,269.0,278.0,271.0,313.0,-7.0,85.0,1029.0,-5.0,SE,0.89,0.0,0.0,2014-02-21,272.67
36294,36295,2014,2,21,6,4,247.0,264.0,286.0,328.0,-8.0,85.0,1029.0,-6.0,NW,0.89,0.0,0.0,2014-02-21,265.67
36295,36296,2014,2,21,7,4,218.0,258.0,282.0,324.0,-6.0,85.0,1029.0,-4.0,cv,0.89,0.0,0.0,2014-02-21,252.67
36296,36297,2014,2,21,8,4,207.0,248.0,242.0,305.0,-5.0,79.0,1029.0,-2.0,NW,1.79,0.0,0.0,2014-02-21,232.33
36297,36298,2014,2,21,9,4,211.0,232.0,242.0,268.0,-3.0,80.0,1029.0,0.0,NW,4.92,0.0,0.0,2014-02-21,228.33
36298,36299,2014,2,21,10,4,209.0,249.0,217.0,247.0,-5.0,64.0,1029.0,1.0,NW,6.71,0.0,0.0,2014-02-21,225.0
36299,36300,2014,2,21,11,4,187.0,257.0,221.0,267.0,-5.0,59.0,1029.0,2.0,NW,8.5,0.0,0.0,2014-02-21,221.67
36300,36301,2014,2,21,12,4,214.0,261.0,251.0,334.0,-6.0,55.0,1028.0,2.0,cv,0.89,0.0,0.0,2014-02-21,242.0
36302,36303,2014,2,21,14,4,243.0,262.0,247.0,327.0,-6.0,48.0,1026.0,4.0,cv,0.89,0.0,0.0,2014-02-21,250.67
36303,36304,2014,2,21,15,4,279.0,258.0,242.0,326.0,-6.0,48.0,1026.0,4.0,NE,1.79,0.0,0.0,2014-02-21,259.67
36305,36306,2014,2,21,17,4,246.0,251.0,235.0,321.0,-7.0,47.0,1026.0,3.0,cv,0.89,0.0,0.0,2014-02-21,244.0
36306,36307,2014,2,21,18,4,246.0,268.0,239.0,340.0,-7.0,55.0,1027.0,1.0,SE,0.89,0.0,0.0,2014-02-21,251.0
36307,36308,2014,2,21,19,4,255.0,263.0,248.0,346.0,-6.0,59.0,1028.0,1.0,cv,0.89,0.0,0.0,2014-02-21,255.33
36308,36309,2014,2,21,20,4,277.0,256.0,243.0,330.0,-7.0,68.0,1028.0,-2.0,cv,1.78,0.0,0.0,2014-02-21,258.67
36309,36310,2014,2,21,21,4,244.0,256.0,241.0,340.0,-6.0,68.0,1029.0,-1.0,NE,0.89,0.0,0.0,2014-02-21,247.0
36310,36311,2014,2,21,22,4,279.0,352.0,237.0,353.0,-7.0,68.0,1029.0,-2.0,NW,3.13,0.0,0.0,2014-02-21,289.33
36311,36312,2014,2,21,23,4,249.0,349.0,253.0,384.0,-6.0,68.0,1029.0,-1.0,cv,0.89,0.0,0.0,2014-02-21,283.67
36312,36313,2014,2,22,0,4,296.0,314.0,279.0,383.0,-5.0,74.0,1029.0,-1.0,NW,0.89,0.0,0.0,2014-02-22,296.33
36313,36314,2014,2,22,1,4,294.0,311.0,293.0,399.0,-6.0,74.0,1029.0,-2.0,NW,2.68,0.0,0.0,2014-02-22,299.33
36314,36315,2014,2,22,2,4,281.0,274.0,293.0,340.0,-5.0,74.0,1029.0,-1.0,NW,5.81,0.0,0.0,2014-02-22,282.67
36315,36316,2014,2,22,3,4,273.0,244.0,257.0,327.0,-5.0,69.0,1029.0,0.0,NW,6.7,0.0,0.0,2014-02-22,258.0
36316,36317,2014,2,22,4,4,241.0,212.0,243.0,295.0,-6.0,63.0,1029.0,0.0,NW,7.59,0.0,0.0,2014-02-22,232.0
36317,36318,2014,2,22,5,4,241.0,204.0,235.0,296.0,-5.0,64.0,1029.0,1.0,NW,9.38,0.0,0.0,2014-02-22,226.67
36319,36320,2014,2,22,7,4,233.0,221.0,234.0,336.0,-6.0,59.0,1030.0,1.0,NW,14.3,0.0,0.0,2014-02-22,229.33
36320,36321,2014,2,22,8,4,244.0,227.0,240.0,350.0,-6.0,55.0,1030.0,2.0,NW,16.09,0.0,0.0,2014-02-22,237.0
36321,36322,2014,2,22,9,4,252.0,215.0,249.0,305.0,-6.0,51.0,1031.0,3.0,NW,19.22,0.0,0.0,2014-02-22,238.67
36322,36323,2014,2,22,10,4,262.0,225.0,230.0,283.0,-5.0,55.0,1031.0,3.0,NW,21.01,0.0,0.0,2014-02-22,239.0
36323,36324,2014,2,22,11,4,227.0,242.0,264.0,323.0,-5.0,48.0,1031.0,5.0,cv,0.89,0.0,0.0,2014-02-22,244.33
36324,36325,2014,2,22,12,4,243.0,281.0,310.0,377.0,-5.0,48.0,1030.0,5.0,SE,1.79,0.0,0.0,2014-02-22,278.0
36325,36326,2014,2,22,13,4,307.0,268.0,286.0,357.0,-5.0,45.0,1029.0,6.0,NE,1.79,0.0,0.0,2014-02-22,287.0
36326,36327,2014,2,22,14,4,267.0,270.0,261.0,360.0,-4.0,48.0,1029.0,6.0,SE,1.79,0.0,0.0,2014-02-22,266.0
36327,36328,2014,2,22,15,4,263.0,264.0,264.0,350.0,-4.0,48.0,1029.0,6.0,SE,4.92,0.0,0.0,2014-02-22,263.67
36328,36329,2014,2,22,16,4,260.0,259.0,261.0,339.0,-4.0,48.0,1029.0,6.0,SE,8.05,0.0,0.0,2014-02-22,260.0
36329,36330,2014,2,22,17,4,267.0,237.0,236.0,335.0,-4.0,52.0,1029.0,5.0,cv,0.89,0.0,0.0,2014-02-22,246.67
36330,36331,2014,2,22,18,4,242.0,244.0,214.0,341.0,-4.0,55.0,1029.0,4.0,NE,0.89,0.0,0.0,2014-02-22,233.33
36331,36332,2014,2,22,19,4,214.0,280.0,227.0,352.0,-4.0,64.0,1030.0,2.0,SE,0.89,0.0,0.0,2014-02-22,240.33
36332,36333,2014,2,22,20,4,238.0,266.0,254.0,355.0,-4.0,59.0,1031.0,3.0,SE,2.68,0.0,0.0,2014-02-22,252.67
36333,36334,2014,2,22,21,4,218.0,226.0,235.0,327.0,-2.0,64.0,1031.0,4.0,SE,5.81,0.0,0.0,2014-02-22,226.33
36334,36335,2014,2,22,22,4,213.0,199.0,215.0,303.0,-3.0,64.0,1031.0,3.0,SE,8.94,0.0,0.0,2014-02-22,209.0
36335,36336,2014,2,22,23,4,210.0,208.0,216.0,287.0,-4.0,64.0,1032.0,2.0,SE,10.73,0.0,0.0,2014-02-22,211.33
36336,36337,2014,2,23,0,4,199.0,176.0,207.0,279.0,-4.0,64.0,1032.0,2.0,SE,12.52,0.0,0.0,2014-02-23,194.0
36337,36338,2014,2,23,1,4,194.0,172.0,194.0,,-5.0,59.0,1032.0,2.0,SE,14.31,0.0,0.0,2014-02-23,186.67
36338,36339,2014,2,23,2,4,193.0,168.0,187.0,264.0,-5.0,59.0,1032.0,2.0,SE,16.1,0.0,0.0,2014-02-23,182.67
36339,36340,2014,2,23,3,4,180.0,174.0,181.0,245.0,-5.0,64.0,1032.0,1.0,SE,17.89,0.0,0.0,2014-02-23,178.33
36340,36341,2014,2,23,4,4,178.0,163.0,168.0,228.0,-6.0,59.0,1031.0,1.0,SE,19.68,0.0,0.0,2014-02-23,169.67
36341,36342,2014,2,23,5,4,168.0,163.0,167.0,233.0,-6.0,59.0,1031.0,1.0,cv,0.89,0.0,0.0,2014-02-23,166.0
36342,36343,2014,2,23,6,4,176.0,147.0,168.0,240.0,-6.0,59.0,1031.0,1.0,cv,1.78,0.0,0.0,2014-02-23,163.67
36343,36344,2014,2,23,7,4,188.0,154.0,159.0,246.0,-6.0,59.0,1032.0,1.0,cv,2.67,0.0,0.0,2014-02-23,167.0
36344,36345,2014,2,23,8,4,187.0,177.0,189.0,246.0,-6.0,59.0,1032.0,1.0,cv,3.56,0.0,0.0,2014-02-23,184.33
36345,36346,2014,2,23,9,4,193.0,183.0,166.0,252.0,-6.0,59.0,1032.0,1.0,cv,4.45,0.0,0.0,2014-02-23,180.67
36346,36347,2014,2,23,10,4,202.0,193.0,174.0,266.0,-6.0,55.0,1032.0,2.0,SE,1.79,0.0,0.0,2014-02-23,189.67
36347,36348,2014,2,23,11,4,196.0,209.0,182.0,270.0,-6.0,55.0,1032.0,2.0,cv,0.89,0.0,0.0,2014-02-23,195.67
36348,36349,2014,2,23,12,4,199.0,212.0,184.0,279.0,-6.0,55.0,1031.0,2.0,cv,1.78,0.0,0.0,2014-02-23,198.33
36349,36350,2014,2,23,13,4,170.0,213.0,185.0,283.0,-6.0,55.0,1030.0,2.0,cv,2.67,0.0,0.0,2014-02-23,189.33
36350,36351,2014,2,23,14,4,187.0,234.0,202.0,316.0,-6.0,55.0,1030.0,2.0,cv,3.56,0.0,0.0,2014-02-23,207.67
36351,36352,2014,2,23,15,4,211.0,249.0,260.0,336.0,-6.0,51.0,1030.0,3.0,cv,4.45,0.0,0.0,2014-02-23,240.0
36352,36353,2014,2,23,16,4,232.0,262.0,283.0,333.0,-6.0,51.0,1029.0,3.0,cv,5.34,0.0,0.0,2014-02-23,259.0
36354,36355,2014,2,23,18,4,228.0,248.0,259.0,360.0,-5.0,59.0,1029.0,2.0,SE,1.78,0.0,0.0,2014-02-23,245.0
36355,36356,2014,2,23,19,4,236.0,248.0,267.0,358.0,-6.0,55.0,1030.0,2.0,cv,0.89,0.0,0.0,2014-02-23,250.33
36356,36357,2014,2,23,20,4,236.0,253.0,263.0,358.0,-5.0,64.0,1030.0,1.0,cv,1.78,0.0,0.0,2014-02-23,250.67
36357,36358,2014,2,23,21,4,227.0,261.0,270.0,357.0,-5.0,59.0,1030.0,2.0,cv,2.67,0.0,0.0,2014-02-23,252.67
36358,36359,2014,2,23,22,4,227.0,262.0,270.0,362.0,-5.0,59.0,1030.0,2.0,cv,3.56,0.0,0.0,2014-02-23,253.0
36359,36360,2014,2,23,23,4,211.0,248.0,245.0,348.0,-5.0,59.0,1030.0,2.0,cv,4.45,0.0,0.0,2014-02-23,234.67
36360,36361,2014,2,24,0,4,233.0,254.0,249.0,323.0,-5.0,59.0,1030.0,2.0,NE,0.89,0.0,0.0,2014-02-24,245.33
36361,36362,2014,2,24,1,4,233.0,233.0,225.0,339.0,-5.0,59.0,1029.0,2.0,NW,0.89,0.0,0.0,2014-02-24,230.33
36362,36363,2014,2,24,2,4,219.0,263.0,220.0,339.0,-5.0,59.0,1029.0,2.0,cv,0.45,0.0,0.0,2014-02-24,234.0
36363,36364,2014,2,24,3,4,219.0,250.0,260.0,339.0,-5.0,59.0,1028.0,2.0,NW,0.89,0.0,0.0,2014-02-24,243.0
36364,36365,2014,2,24,4,4,228.0,226.0,226.0,341.0,-5.0,59.0,1028.0,2.0,NW,2.68,0.0,0.0,2014-02-24,226.67
36365,36366,2014,2,24,5,4,226.0,241.0,219.0,344.0,-5.0,59.0,1028.0,2.0,NW,4.47,0.0,0.0,2014-02-24,228.67
36366,36367,2014,2,24,6,4,220.0,256.0,228.0,335.0,-5.0,64.0,1028.0,1.0,NW,6.26,0.0,0.0,2014-02-24,234.67
36367,36368,2014,2,24,7,4,212.0,278.0,253.0,329.0,-5.0,64.0,1028.0,1.0,NW,8.05,0.0,0.0,2014-02-24,247.67
36368,36369,2014,2,24,8,4,211.0,261.0,261.0,323.0,-5.0,59.0,1029.0,2.0,cv,0.89,0.0,0.0,2014-02-24,244.33
36369,36370,2014,2,24,9,4,215.0,259.0,265.0,350.0,-5.0,55.0,1029.0,3.0,NE,1.79,0.0,0.0,2014-02-24,246.33
36372,36373,2014,2,24,12,4,198.0,235.0,151.0,356.0,-5.0,45.0,1028.0,6.0,NW,3.58,0.0,0.0,2014-02-24,194.67
36373,36374,2014,2,24,13,4,252.0,210.0,253.0,342.0,-5.0,42.0,1027.0,7.0,cv,0.89,0.0,0.0,2014-02-24,238.33
36374,36375,2014,2,24,14,4,302.0,263.0,325.0,366.0,-5.0,42.0,1026.0,7.0,cv,1.78,0.0,0.0,2014-02-24,296.67
36375,36376,2014,2,24,15,4,356.0,274.0,342.0,358.0,-5.0,42.0,1025.0,7.0,cv,2.67,0.0,0.0,2014-02-24,324.0
36376,36377,2014,2,24,16,4,361.0,310.0,382.0,391.0,-5.0,42.0,1025.0,7.0,cv,4.46,0.0,0.0,2014-02-24,351.0
36377,36378,2014,2,24,17,4,368.0,339.0,389.0,425.0,-5.0,42.0,1025.0,7.0,cv,5.35,0.0,0.0,2014-02-24,365.33
36378,36379,2014,2,24,18,4,329.0,309.0,344.0,387.0,-5.0,48.0,1025.0,5.0,cv,6.24,0.0,0.0,2014-02-24,327.33
36386,36387,2014,2,25,2,4,337.0,425.0,428.0,453.0,-5.0,79.0,1027.0,-2.0,NE,0.89,0.0,0.0,2014-02-25,396.67
36387,36388,2014,2,25,3,4,383.0,432.0,445.0,485.0,-5.0,79.0,1027.0,-2.0,cv,0.89,0.0,0.0,2014-02-25,420.0
36388,36389,2014,2,25,4,4,394.0,424.0,443.0,463.0,-5.0,79.0,1027.0,-2.0,NW,0.89,0.0,0.0,2014-02-25,420.33
36389,36390,2014,2,25,5,4,399.0,405.0,418.0,463.0,-5.0,79.0,1027.0,-2.0,NW,1.78,0.0,0.0,2014-02-25,407.33
36390,36391,2014,2,25,6,4,399.0,356.0,418.0,418.0,-5.0,79.0,1027.0,-2.0,NW,3.57,0.0,0.0,2014-02-25,391.0
36391,36392,2014,2,25,7,4,375.0,356.0,407.0,384.0,-4.0,80.0,1027.0,-1.0,NW,5.36,0.0,0.0,2014-02-25,379.33
36392,36393,2014,2,25,8,4,348.0,326.0,383.0,371.0,-4.0,74.0,1028.0,0.0,NW,7.15,0.0,0.0,2014-02-25,352.33
36393,36394,2014,2,25,9,4,341.0,331.0,354.0,369.0,-4.0,64.0,1028.0,2.0,NW,10.28,0.0,0.0,2014-02-25,342.0
36394,36395,2014,2,25,10,4,347.0,335.0,346.0,374.0,-4.0,59.0,1027.0,3.0,cv,0.89,0.0,0.0,2014-02-25,342.67
36406,36407,2014,2,25,22,4,488.0,487.0,504.0,577.0,-4.0,69.0,1026.0,1.0,cv,0.89,0.0,0.0,2014-02-25,493.0
36415,36416,2014,2,26,7,4,449.0,427.0,456.0,519.0,-4.0,74.0,1023.0,0.0,NW,0.89,0.0,0.0,2014-02-26,444.0
36416,36417,2014,2,26,8,4,456.0,471.0,474.0,526.0,-3.0,74.0,1024.0,1.0,NW,1.78,0.0,0.0,2014-02-26,467.0
36417,36418,2014,2,26,9,4,451.0,478.0,493.0,512.0,-2.0,64.0,1023.0,4.0,NW,2.67,0.0,0.0,2014-02-26,474.0
36418,36419,2014,2,26,10,4,466.0,492.0,524.0,557.0,-1.0,65.0,1023.0,5.0,SE,1.79,0.0,0.0,2014-02-26,494.0
36419,36420,2014,2,26,11,4,466.0,492.0,524.0,551.0,0.0,65.0,1022.0,6.0,cv,0.89,0.0,0.0,2014-02-26,494.0
36425,36426,2014,2,26,17,4,241.0,202.0,253.0,188.0,0.0,53.0,1021.0,9.0,NW,4.92,0.3,0.3,2014-02-26,232.0
36426,36427,2014,2,26,18,4,101.0,83.0,99.0,111.0,2.0,65.0,1022.0,8.0,NW,10.73,0.3,0.6,2014-02-26,94.33
36427,36428,2014,2,26,19,4,85.0,64.0,84.0,82.0,2.0,70.0,1023.0,7.0,NW,15.65,0.5,1.1,2014-02-26,77.67
36428,36429,2014,2,26,20,4,67.0,51.0,56.0,58.0,2.0,65.0,1023.0,8.0,NW,19.67,0.0,0.0,2014-02-26,58.0
36431,36432,2014,2,26,23,4,25.0,24.0,28.0,31.0,2.0,75.0,1025.0,6.0,NW,6.26,0.0,0.0,2014-02-26,25.67
36432,36433,2014,2,27,0,4,13.0,19.0,25.0,15.0,-9.0,30.0,1025.0,7.0,NW,14.31,0.0,0.0,2014-02-27,19.0
36433,36434,2014,2,27,1,4,14.0,10.0,8.0,17.0,-11.0,30.0,1026.0,5.0,NW,22.36,0.0,0.0,2014-02-27,10.67
