,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
40552,40553,2014,8,17,16,2,37.0,32.0,47.0,19.0,88.37,1011.0,21.0,SE,2.0,0.0,0.0,2014-08-17,42.0
40553,40554,2014,8,17,17,2,40.0,44.0,44.0,18.0,73.5,1011.0,23.0,SE,5.0,0.0,0.0,2014-08-17,42.0
40554,40555,2014,8,17,18,2,51.0,62.0,47.0,19.0,78.24,1011.0,23.0,SE,6.0,0.0,0.0,2014-08-17,49.0
40555,40556,2014,8,17,19,2,71.0,75.0,58.0,19.0,83.13,1011.0,22.0,SE,8.0,0.0,0.0,2014-08-17,64.5
40556,40557,2014,8,17,20,2,73.0,81.0,70.0,19.0,83.13,1012.0,22.0,SE,10.0,0.0,0.0,2014-08-17,71.5
40557,40558,2014,8,17,21,2,75.0,81.0,71.0,19.0,88.37,1012.0,21.0,SE,12.0,0.0,0.0,2014-08-17,73.0
40558,40559,2014,8,17,22,2,86.0,76.0,72.0,19.0,88.37,1012.0,21.0,SE,14.0,0.0,0.0,2014-08-17,79.0
40559,40560,2014,8,17,23,2,98.0,98.0,71.0,19.0,93.98,1012.0,20.0,SE,15.0,0.0,0.0,2014-08-17,84.5
40560,40561,2014,8,18,0,2,98.0,90.0,72.0,18.0,83.01,1012.0,21.0,SE,17.0,0.0,0.0,2014-08-18,85.0
40561,40562,2014,8,18,1,2,102.0,97.0,77.0,18.0,88.28,1012.0,20.0,SE,18.0,0.0,0.0,2014-08-18,89.5
40562,40563,2014,8,18,2,2,96.0,97.0,72.0,18.0,88.28,1012.0,20.0,SE,19.0,0.0,0.0,2014-08-18,84.0
40563,40564,2014,8,18,3,2,100.0,101.0,73.0,19.0,93.98,1013.0,20.0,SE,20.0,0.0,0.0,2014-08-18,86.5
40564,40565,2014,8,18,4,2,103.0,86.0,76.0,18.0,93.94,1012.0,19.0,SE,21.0,0.0,0.0,2014-08-18,89.5
40565,40566,2014,8,18,5,2,98.0,109.0,74.0,18.0,93.94,1012.0,19.0,cv,1.0,0.0,0.0,2014-08-18,86.0
40566,40567,2014,8,18,6,2,112.0,93.0,83.0,19.0,93.98,1013.0,20.0,cv,2.0,0.0,0.0,2014-08-18,97.5
40567,40568,2014,8,18,7,2,117.0,120.0,98.0,20.0,88.45,1013.0,22.0,cv,3.0,0.0,0.0,2014-08-18,107.5
40568,40569,2014,8,18,8,2,109.0,130.0,111.0,20.0,78.39,1013.0,24.0,cv,4.0,0.0,0.0,2014-08-18,110.0
40569,40570,2014,8,18,9,2,98.0,112.0,112.0,20.0,73.84,1013.0,25.0,cv,5.0,0.0,0.0,2014-08-18,105.0
40570,40571,2014,8,18,10,2,104.0,101.0,103.0,20.0,73.84,1013.0,25.0,cv,6.0,0.0,0.0,2014-08-18,103.5
40571,40572,2014,8,18,11,2,112.0,86.0,94.0,21.0,74.02,1013.0,26.0,cv,7.0,0.0,0.0,2014-08-18,103.0
40572,40573,2014,8,18,12,2,110.0,110.0,88.0,21.0,69.79,1012.0,27.0,cv,8.0,0.0,0.0,2014-08-18,99.0
40573,40574,2014,8,18,13,2,108.0,89.0,90.0,21.0,65.83,1012.0,28.0,SW,2.0,,,2014-08-18,99.0
40574,40575,2014,8,18,14,2,55.0,68.0,90.0,20.0,58.42,1011.0,29.0,cv,1.0,0.0,0.0,2014-08-18,72.5
40575,40576,2014,8,18,15,2,54.0,57.0,74.0,21.0,62.13,1010.0,29.0,NW,3.0,0.0,0.0,2014-08-18,64.0
40576,40577,2014,8,18,16,2,90.0,74.0,80.0,20.0,61.9,1010.0,28.0,NW,6.0,0.0,0.0,2014-08-18,85.0
40577,40578,2014,8,18,17,2,98.0,102.0,101.0,17.0,54.39,1010.0,27.0,NW,8.0,0.0,0.0,2014-08-18,99.5
40578,40579,2014,8,18,18,2,102.0,100.0,96.0,19.0,61.67,1010.0,27.0,NW,10.0,0.0,0.0,2014-08-18,99.0
40579,40580,2014,8,18,19,2,106.0,103.0,94.0,19.0,65.41,1010.0,26.0,NE,2.0,0.0,0.0,2014-08-18,100.0
40580,40581,2014,8,18,20,2,116.0,107.0,98.0,21.0,88.54,1011.0,23.0,NE,3.0,0.0,0.0,2014-08-18,107.0
40581,40582,2014,8,18,21,2,109.0,153.0,127.0,21.0,88.54,1011.0,23.0,SE,2.0,0.0,0.0,2014-08-18,118.0
40582,40583,2014,8,18,22,2,115.0,152.0,113.0,20.0,88.45,1011.0,22.0,SE,4.0,0.0,0.0,2014-08-18,114.0
40583,40584,2014,8,18,23,2,125.0,98.0,88.0,19.0,83.13,1011.0,22.0,SE,5.0,0.0,0.0,2014-08-18,106.5
40584,40585,2014,8,19,0,2,67.0,61.0,69.0,18.0,88.28,1011.0,20.0,NW,2.0,0.0,0.0,2014-08-19,68.0
40585,40586,2014,8,19,1,2,80.0,82.0,67.0,18.0,93.94,1010.0,19.0,cv,0.0,0.0,0.0,2014-08-19,73.5
40586,40587,2014,8,19,2,2,83.0,66.0,60.0,17.0,93.89,1011.0,18.0,SE,1.0,0.0,0.0,2014-08-19,71.5
40587,40588,2014,8,19,3,2,58.0,68.0,53.0,17.0,88.2,1011.0,19.0,SE,2.0,0.0,0.0,2014-08-19,55.5
40588,40589,2014,8,19,4,2,65.0,65.0,39.0,16.0,88.11,1011.0,18.0,SE,3.0,0.0,0.0,2014-08-19,52.0
40589,40590,2014,8,19,5,2,53.0,32.0,42.0,17.0,93.89,1011.0,18.0,SE,4.0,0.0,0.0,2014-08-19,47.5
40590,40591,2014,8,19,6,2,55.0,58.0,43.0,17.0,88.2,1012.0,19.0,SE,5.0,0.0,0.0,2014-08-19,49.0
40591,40592,2014,8,19,7,2,60.0,45.0,46.0,18.0,88.28,1012.0,20.0,SE,6.0,,,2014-08-19,53.0
40592,40593,2014,8,19,8,2,66.0,53.0,50.0,18.0,73.5,1012.0,23.0,SE,7.0,0.0,0.0,2014-08-19,58.0
40593,40594,2014,8,19,9,2,81.0,77.0,58.0,18.0,65.19,1012.0,25.0,cv,1.0,0.0,0.0,2014-08-19,69.5
40594,40595,2014,8,19,10,2,89.0,,64.0,19.0,61.67,1012.0,27.0,cv,2.0,0.0,0.0,2014-08-19,76.5
40595,40596,2014,8,19,11,2,81.0,76.0,57.0,19.0,58.17,1011.0,28.0,cv,4.0,0.0,0.0,2014-08-19,69.0
40596,40597,2014,8,19,12,2,87.0,84.0,56.0,16.0,42.9,1011.0,30.0,cv,6.0,0.0,0.0,2014-08-19,71.5
40597,40598,2014,8,19,13,2,48.0,58.0,56.0,16.0,42.9,1010.0,30.0,NW,2.0,0.0,0.0,2014-08-19,52.0
40598,40599,2014,8,19,14,2,26.0,27.0,46.0,18.0,48.69,1009.0,30.0,SW,4.0,0.0,0.0,2014-08-19,36.0
40599,40600,2014,8,19,15,2,33.0,27.0,36.0,19.0,73.67,1009.0,24.0,SE,3.0,0.0,0.0,2014-08-19,34.5
40600,40601,2014,8,19,16,2,38.0,42.0,42.0,20.0,69.6,1009.0,26.0,SW,3.0,0.0,0.0,2014-08-19,40.0
40601,40602,2014,8,19,17,2,35.0,30.0,38.0,21.0,69.79,1009.0,27.0,SW,5.0,0.0,0.0,2014-08-19,36.5
40602,40603,2014,8,19,18,2,38.0,43.0,38.0,21.0,74.02,1009.0,26.0,SW,7.0,0.0,0.0,2014-08-19,38.0
40603,40604,2014,8,19,19,2,45.0,50.0,39.0,21.0,78.53,1009.0,25.0,cv,0.0,0.0,0.0,2014-08-19,42.0
40604,40605,2014,8,19,20,2,67.0,57.0,41.0,20.0,88.45,1010.0,22.0,cv,1.0,0.0,0.0,2014-08-19,54.0
40605,40606,2014,8,19,21,2,56.0,103.0,48.0,20.0,88.45,1010.0,22.0,SE,1.0,0.0,0.0,2014-08-19,52.0
40606,40607,2014,8,19,22,2,65.0,104.0,68.0,20.0,88.45,1010.0,22.0,SE,3.0,0.0,0.0,2014-08-19,66.5
40607,40608,2014,8,19,23,2,66.0,70.0,66.0,19.0,88.37,1010.0,21.0,SE,5.0,0.0,0.0,2014-08-19,66.0
40608,40609,2014,8,20,0,2,60.0,89.0,65.0,19.0,93.98,1010.0,20.0,SE,7.0,0.0,0.0,2014-08-20,62.5
40609,40610,2014,8,20,1,2,99.0,111.0,76.0,18.0,93.94,1010.0,19.0,SW,1.0,0.0,0.0,2014-08-20,87.5
40610,40611,2014,8,20,2,2,88.0,114.0,90.0,18.0,93.94,1010.0,19.0,SE,2.0,0.0,0.0,2014-08-20,89.0
40611,40612,2014,8,20,3,2,88.0,114.0,96.0,18.0,93.94,1010.0,19.0,SE,4.0,0.0,0.0,2014-08-20,92.0
40613,40614,2014,8,20,5,2,125.0,137.0,89.0,18.0,93.94,1010.0,19.0,SE,2.0,0.0,0.0,2014-08-20,107.0
40614,40615,2014,8,20,6,2,124.0,132.0,93.0,19.0,93.98,1011.0,20.0,SE,5.0,0.0,0.0,2014-08-20,108.5
40615,40616,2014,8,20,7,2,116.0,102.0,98.0,19.0,83.13,1010.0,22.0,SE,9.0,0.0,0.0,2014-08-20,107.0
40616,40617,2014,8,20,8,2,99.0,96.0,89.0,20.0,73.84,1011.0,25.0,SE,11.0,0.0,0.0,2014-08-20,94.0
40617,40618,2014,8,20,9,2,93.0,87.0,76.0,20.0,61.9,1011.0,28.0,SW,2.0,0.0,0.0,2014-08-20,84.5
40618,40619,2014,8,20,10,2,79.0,82.0,67.0,19.0,54.9,1010.0,29.0,SW,5.0,0.0,0.0,2014-08-20,73.0
40619,40620,2014,8,20,11,2,56.0,65.0,60.0,17.0,45.72,1010.0,30.0,SW,9.0,0.0,0.0,2014-08-20,58.0
40620,40621,2014,8,20,12,2,47.0,52.0,55.0,17.0,43.18,1009.0,31.0,SW,13.0,0.0,0.0,2014-08-20,51.0
40621,40622,2014,8,20,13,2,45.0,52.0,54.0,15.0,35.91,1008.0,32.0,SW,17.0,0.0,0.0,2014-08-20,49.5
40622,40623,2014,8,20,14,2,60.0,64.0,52.0,17.0,38.57,1008.0,33.0,SW,21.0,0.0,0.0,2014-08-20,56.0
40623,40624,2014,8,20,15,2,46.0,56.0,57.0,18.0,43.46,1007.0,32.0,SW,25.0,0.0,0.0,2014-08-20,51.5
40624,40625,2014,8,20,16,2,51.0,49.0,51.0,16.0,38.29,1007.0,32.0,SW,29.0,0.0,0.0,2014-08-20,51.0
40625,40626,2014,8,20,17,2,45.0,31.0,51.0,18.0,45.99,1007.0,31.0,SW,33.0,0.0,0.0,2014-08-20,48.0
40626,40627,2014,8,20,18,2,57.0,45.0,52.0,19.0,58.17,1007.0,28.0,SW,35.0,0.0,0.0,2014-08-20,54.5
40627,40628,2014,8,20,19,2,61.0,72.0,54.0,19.0,69.4,1007.0,25.0,SW,37.0,0.0,0.0,2014-08-20,57.5
40628,40629,2014,8,20,20,2,64.0,69.0,61.0,18.0,61.44,1008.0,26.0,SW,41.0,0.0,0.0,2014-08-20,62.5
40629,40630,2014,8,20,21,2,65.0,61.0,63.0,19.0,69.4,1008.0,25.0,SW,43.0,0.0,0.0,2014-08-20,64.0
40630,40631,2014,8,20,22,2,83.0,69.0,72.0,20.0,83.25,1008.0,23.0,SW,45.0,0.0,0.0,2014-08-20,77.5
40631,40632,2014,8,20,23,2,91.0,85.0,70.0,20.0,83.25,1008.0,23.0,SW,47.0,0.0,0.0,2014-08-20,80.5
40632,40633,2014,8,21,0,2,65.0,84.0,67.0,20.0,88.45,1008.0,22.0,SE,2.0,0.0,0.0,2014-08-21,66.0
40633,40634,2014,8,21,1,2,67.0,69.0,70.0,20.0,88.45,1008.0,22.0,SE,3.0,0.0,0.0,2014-08-21,68.5
40634,40635,2014,8,21,2,2,80.0,76.0,69.0,20.0,88.45,1007.0,22.0,SE,5.0,0.0,0.0,2014-08-21,74.5
40635,40636,2014,8,21,3,2,92.0,91.0,76.0,20.0,88.45,1007.0,22.0,SE,7.0,0.0,0.0,2014-08-21,84.0
40636,40637,2014,8,21,4,2,91.0,78.0,78.0,20.0,94.03,1007.0,21.0,SE,9.0,,,2014-08-21,84.5
40637,40638,2014,8,21,5,2,85.0,88.0,79.0,20.0,94.03,1007.0,21.0,SE,11.0,,,2014-08-21,82.0
40638,40639,2014,8,21,6,2,98.0,81.0,77.0,20.0,94.03,1008.0,21.0,SE,13.0,,,2014-08-21,87.5
40639,40640,2014,8,21,7,2,109.0,80.0,76.0,20.0,83.25,1007.0,23.0,SW,2.0,0.0,0.0,2014-08-21,92.5
40640,40641,2014,8,21,8,2,119.0,102.0,84.0,21.0,78.53,1008.0,25.0,cv,1.0,0.0,0.0,2014-08-21,101.5
40641,40642,2014,8,21,9,2,114.0,96.0,86.0,20.0,65.62,1008.0,27.0,SW,2.0,0.0,0.0,2014-08-21,100.0
40642,40643,2014,8,21,10,2,95.0,99.0,89.0,19.0,61.67,1008.0,27.0,SW,5.0,0.0,0.0,2014-08-21,92.0
40643,40644,2014,8,21,11,2,95.0,89.0,94.0,20.0,65.62,1007.0,27.0,SW,9.0,0.0,0.0,2014-08-21,94.5
40644,40645,2014,8,21,12,2,103.0,110.0,97.0,20.0,65.62,1007.0,27.0,SW,12.0,0.0,0.0,2014-08-21,100.0
40645,40646,2014,8,21,13,2,121.0,117.0,106.0,20.0,65.62,1007.0,27.0,SW,15.0,0.0,0.0,2014-08-21,113.5
40646,40647,2014,8,21,14,2,117.0,108.0,116.0,21.0,65.83,1007.0,28.0,SW,19.0,0.0,0.0,2014-08-21,116.5
40647,40648,2014,8,21,15,2,102.0,118.0,110.0,21.0,65.83,1006.0,28.0,SW,23.0,0.0,0.0,2014-08-21,106.0
40648,40649,2014,8,21,16,2,97.0,96.0,101.0,21.0,65.83,1006.0,28.0,SW,27.0,0.0,0.0,2014-08-21,99.0
40649,40650,2014,8,21,17,2,102.0,108.0,104.0,21.0,69.79,1006.0,27.0,SW,30.0,0.0,0.0,2014-08-21,103.0
40650,40651,2014,8,21,18,2,113.0,125.0,105.0,22.0,78.68,1006.0,26.0,SW,32.0,0.0,0.0,2014-08-21,109.0
40651,40652,2014,8,21,19,2,120.0,136.0,112.0,22.0,83.48,1007.0,25.0,SW,34.0,0.0,0.0,2014-08-21,116.0
40652,40653,2014,8,21,20,2,130.0,154.0,123.0,22.0,94.12,1007.0,23.0,SW,35.0,0.0,0.0,2014-08-21,126.5
40653,40654,2014,8,21,21,2,148.0,162.0,144.0,22.0,94.12,1008.0,23.0,SE,2.0,0.0,0.0,2014-08-21,146.0
40654,40655,2014,8,21,22,2,162.0,156.0,155.0,21.0,88.54,1008.0,23.0,SW,2.0,0.0,0.0,2014-08-21,158.5
40655,40656,2014,8,21,23,2,170.0,147.0,156.0,21.0,94.07,1008.0,22.0,SE,2.0,0.0,0.0,2014-08-21,163.0
40656,40657,2014,8,22,0,2,167.0,197.0,154.0,21.0,100.0,1008.0,21.0,SW,1.0,0.0,0.0,2014-08-22,160.5
40657,40658,2014,8,22,1,2,169.0,188.0,150.0,21.0,100.0,1008.0,21.0,SW,3.0,0.0,0.0,2014-08-22,159.5
40658,40659,2014,8,22,2,2,152.0,205.0,138.0,20.0,94.03,1008.0,21.0,SE,2.0,0.0,0.0,2014-08-22,145.0
40659,40660,2014,8,22,3,2,159.0,194.0,140.0,21.0,100.0,1008.0,21.0,SE,4.0,0.0,0.0,2014-08-22,149.5
40660,40661,2014,8,22,4,2,177.0,269.0,169.0,20.0,94.03,1008.0,21.0,SE,6.0,0.0,0.0,2014-08-22,173.0
40661,40662,2014,8,22,5,2,184.0,225.0,168.0,20.0,94.03,1008.0,21.0,SE,8.0,0.0,0.0,2014-08-22,176.0
40662,40663,2014,8,22,6,2,187.0,269.0,172.0,21.0,94.07,1008.0,22.0,SE,10.0,0.0,0.0,2014-08-22,179.5
40663,40664,2014,8,22,7,2,175.0,232.0,159.0,22.0,94.12,1008.0,23.0,cv,0.0,,,2014-08-22,167.0
40664,40665,2014,8,22,8,2,196.0,230.0,168.0,23.0,94.16,1008.0,24.0,cv,1.0,0.0,0.0,2014-08-22,182.0
40665,40666,2014,8,22,9,2,189.0,210.0,166.0,23.0,88.7,1009.0,25.0,SW,2.0,0.0,0.0,2014-08-22,177.5
40666,40667,2014,8,22,10,2,175.0,196.0,153.0,22.0,78.68,1009.0,26.0,SW,4.0,0.0,0.0,2014-08-22,164.0
40667,40668,2014,8,22,11,2,166.0,168.0,139.0,22.0,69.98,1008.0,28.0,SW,7.0,0.0,0.0,2014-08-22,152.5
40668,40669,2014,8,22,12,2,146.0,154.0,114.0,21.0,65.83,1008.0,28.0,SW,9.0,0.0,0.0,2014-08-22,130.0
40669,40670,2014,8,22,13,2,112.0,132.0,93.0,21.0,62.13,1007.0,29.0,SW,11.0,0.0,0.0,2014-08-22,102.5
40670,40671,2014,8,22,14,2,96.0,112.0,98.0,20.0,55.15,1007.0,30.0,cv,2.0,0.0,0.0,2014-08-22,97.0
40671,40672,2014,8,22,15,2,45.0,58.0,61.0,19.0,48.96,1006.0,31.0,NW,2.0,0.0,0.0,2014-08-22,53.0
40672,40673,2014,8,22,16,2,19.0,8.0,32.0,17.0,43.18,1005.0,31.0,NW,4.0,0.0,0.0,2014-08-22,25.5
40673,40674,2014,8,22,17,2,31.0,24.0,34.0,19.0,51.83,1006.0,30.0,SW,2.0,0.0,0.0,2014-08-22,32.5
40674,40675,2014,8,22,18,2,51.0,37.0,50.0,20.0,61.9,1006.0,28.0,SW,3.0,0.0,0.0,2014-08-22,50.5
40675,40676,2014,8,22,19,2,53.0,63.0,52.0,22.0,83.48,1006.0,25.0,SW,4.0,0.0,0.0,2014-08-22,52.5
40676,40677,2014,8,22,20,2,66.0,102.0,68.0,21.0,83.37,1006.0,24.0,cv,0.0,0.0,0.0,2014-08-22,67.0
40677,40678,2014,8,22,21,2,72.0,104.0,74.0,21.0,88.54,1006.0,23.0,cv,1.0,0.0,0.0,2014-08-22,73.0
40678,40679,2014,8,22,22,2,117.0,106.0,92.0,21.0,94.07,1006.0,22.0,SE,2.0,0.0,0.0,2014-08-22,104.5
40679,40680,2014,8,22,23,2,128.0,118.0,111.0,20.0,83.25,1007.0,23.0,SE,4.0,0.0,0.0,2014-08-22,119.5
40680,40681,2014,8,23,0,2,112.0,87.0,103.0,20.0,88.45,1007.0,22.0,SE,6.0,0.0,0.0,2014-08-23,107.5
40681,40682,2014,8,23,1,2,125.0,144.0,118.0,20.0,88.45,1007.0,22.0,SE,8.0,0.0,0.0,2014-08-23,121.5
40682,40683,2014,8,23,2,2,121.0,150.0,110.0,20.0,88.45,1006.0,22.0,SE,10.0,,,2014-08-23,115.5
40683,40684,2014,8,23,3,2,122.0,110.0,99.0,20.0,88.45,1006.0,22.0,SE,12.0,,,2014-08-23,110.5
40684,40685,2014,8,23,4,2,118.0,123.0,100.0,20.0,88.45,1006.0,22.0,SE,14.0,0.0,0.0,2014-08-23,109.0
40685,40686,2014,8,23,5,2,116.0,111.0,108.0,20.0,94.03,1006.0,21.0,SE,15.0,0.0,0.0,2014-08-23,112.0
40686,40687,2014,8,23,6,2,120.0,150.0,118.0,20.0,94.03,1006.0,21.0,SE,17.0,0.0,0.0,2014-08-23,119.0
40687,40688,2014,8,23,7,2,118.0,141.0,121.0,21.0,83.37,1007.0,24.0,SE,19.0,0.0,0.0,2014-08-23,119.5
40688,40689,2014,8,23,8,2,119.0,111.0,122.0,22.0,83.48,1006.0,25.0,SE,21.0,0.0,0.0,2014-08-23,120.5
40689,40690,2014,8,23,9,2,108.0,107.0,111.0,21.0,74.02,1006.0,26.0,SE,22.0,0.0,0.0,2014-08-23,109.5
40690,40691,2014,8,23,10,2,91.0,100.0,90.0,21.0,69.79,1007.0,27.0,SW,4.0,0.0,0.0,2014-08-23,90.5
40691,40692,2014,8,23,11,2,39.0,34.0,39.0,19.0,78.24,1007.0,23.0,SW,8.0,0.0,0.0,2014-08-23,39.0
40692,40693,2014,8,23,12,2,39.0,34.0,37.0,19.0,83.13,1008.0,22.0,SW,12.0,0.0,0.0,2014-08-23,38.0
40693,40694,2014,8,23,13,2,38.0,27.0,39.0,20.0,83.25,1007.0,23.0,SE,4.0,0.0,0.0,2014-08-23,38.5
40694,40695,2014,8,23,14,2,36.0,27.0,37.0,19.0,69.4,1005.0,25.0,SE,7.0,0.0,0.0,2014-08-23,36.5
40695,40696,2014,8,23,15,2,35.0,37.0,36.0,21.0,69.79,1005.0,27.0,SW,5.0,0.0,0.0,2014-08-23,35.5
40696,40697,2014,8,23,16,2,38.0,43.0,40.0,21.0,78.53,1005.0,25.0,SE,2.0,0.0,0.0,2014-08-23,39.0
40697,40698,2014,8,23,17,2,41.0,49.0,43.0,20.0,73.84,1006.0,25.0,SE,4.0,0.0,0.0,2014-08-23,42.0
40698,40699,2014,8,23,18,2,28.0,22.0,36.0,19.0,73.67,1006.0,24.0,SE,6.0,0.0,0.0,2014-08-23,32.0
40699,40700,2014,8,23,19,2,30.0,17.0,34.0,18.0,73.5,1007.0,23.0,SE,8.0,,,2014-08-23,32.0
40700,40701,2014,8,23,20,2,30.0,45.0,32.0,18.0,73.5,1007.0,23.0,SE,11.0,0.0,0.0,2014-08-23,31.0
40701,40702,2014,8,23,21,2,36.0,17.0,31.0,18.0,78.09,1007.0,22.0,SE,14.0,0.0,0.0,2014-08-23,33.5
40702,40703,2014,8,23,22,2,39.0,39.0,37.0,18.0,83.01,1007.0,21.0,SE,16.0,0.0,0.0,2014-08-23,38.0
40703,40704,2014,8,23,23,2,44.0,27.0,42.0,18.0,83.01,1007.0,21.0,SE,19.0,0.0,0.0,2014-08-23,43.0
40704,40705,2014,8,24,0,2,54.0,47.0,40.0,18.0,83.01,1007.0,21.0,SE,22.0,0.0,0.0,2014-08-24,47.0
40705,40706,2014,8,24,1,2,53.0,48.0,42.0,18.0,83.01,1007.0,21.0,SE,24.0,0.0,0.0,2014-08-24,47.5
40706,40707,2014,8,24,2,2,51.0,52.0,41.0,18.0,83.01,1007.0,21.0,SE,27.0,0.0,0.0,2014-08-24,46.0
40707,40708,2014,8,24,3,2,58.0,50.0,41.0,18.0,83.01,1007.0,21.0,SE,30.0,0.0,0.0,2014-08-24,49.5
40708,40709,2014,8,24,4,2,52.0,46.0,43.0,19.0,88.37,1007.0,21.0,SE,32.0,0.0,0.0,2014-08-24,47.5
40709,40710,2014,8,24,5,2,59.0,50.0,47.0,19.0,83.13,1007.0,22.0,SE,34.0,0.0,0.0,2014-08-24,53.0
40710,40711,2014,8,24,6,2,63.0,43.0,49.0,19.0,83.13,1008.0,22.0,SE,37.0,0.0,0.0,2014-08-24,56.0
40711,40712,2014,8,24,7,2,53.0,66.0,49.0,19.0,78.24,1007.0,23.0,SE,38.0,0.0,0.0,2014-08-24,51.0
40712,40713,2014,8,24,8,2,51.0,53.0,47.0,20.0,78.39,1007.0,24.0,SE,41.0,0.0,0.0,2014-08-24,49.0
40713,40714,2014,8,24,9,2,55.0,52.0,47.0,20.0,69.6,1008.0,26.0,SE,43.0,0.0,0.0,2014-08-24,51.0
40714,40715,2014,8,24,10,2,53.0,51.0,50.0,20.0,69.6,1008.0,26.0,SW,3.0,0.0,0.0,2014-08-24,51.5
40715,40716,2014,8,24,11,2,53.0,48.0,50.0,20.0,65.62,1008.0,27.0,SE,3.0,0.0,0.0,2014-08-24,51.5
40716,40717,2014,8,24,12,2,57.0,54.0,50.0,20.0,61.9,1008.0,28.0,SW,3.0,0.0,0.0,2014-08-24,53.5
40717,40718,2014,8,24,13,2,68.0,69.0,58.0,19.0,54.9,1007.0,29.0,SW,5.0,0.0,0.0,2014-08-24,63.0
40718,40719,2014,8,24,14,2,75.0,72.0,62.0,19.0,54.9,1006.0,29.0,SW,8.0,0.0,0.0,2014-08-24,68.5
40719,40720,2014,8,24,15,2,62.0,54.0,59.0,20.0,61.9,1006.0,28.0,SW,10.0,0.0,0.0,2014-08-24,60.5
40720,40721,2014,8,24,16,2,56.0,47.0,50.0,20.0,61.9,1006.0,28.0,SW,13.0,,,2014-08-24,53.0
40721,40722,2014,8,24,17,2,29.0,27.0,35.0,20.0,65.62,1006.0,27.0,SW,15.0,0.0,0.0,2014-08-24,32.0
40722,40723,2014,8,24,18,2,35.0,31.0,51.0,18.0,65.19,1007.0,25.0,NW,4.0,0.0,0.0,2014-08-24,43.0
40723,40724,2014,8,24,19,2,56.0,60.0,57.0,19.0,78.24,1008.0,23.0,SE,3.0,0.0,0.0,2014-08-24,56.5
40724,40725,2014,8,24,20,2,46.0,40.0,56.0,20.0,88.45,1009.0,22.0,SW,2.0,0.0,0.0,2014-08-24,51.0
40725,40726,2014,8,24,21,2,33.0,34.0,45.0,20.0,94.03,1009.0,21.0,NW,2.0,0.0,0.0,2014-08-24,39.0
40726,40727,2014,8,24,22,2,26.0,20.0,31.0,20.0,94.03,1009.0,21.0,SW,2.0,5.5,5.5,2014-08-24,28.5
40727,40728,2014,8,24,23,2,21.0,17.0,26.0,20.0,94.03,1010.0,21.0,NE,2.0,1.7,7.2,2014-08-24,23.5
40728,40729,2014,8,25,0,2,18.0,16.0,26.0,20.0,94.03,1009.0,21.0,NE,4.0,0.1,7.3,2014-08-25,22.0
40729,40730,2014,8,25,1,2,27.0,18.0,27.0,20.0,94.03,1009.0,21.0,SE,2.0,0.0,0.0,2014-08-25,27.0
40730,40731,2014,8,25,2,2,28.0,17.0,26.0,20.0,100.0,1009.0,20.0,NE,3.0,0.0,0.0,2014-08-25,27.0
40731,40732,2014,8,25,3,2,16.0,23.0,24.0,20.0,100.0,1009.0,20.0,cv,1.0,0.0,0.0,2014-08-25,20.0
40732,40733,2014,8,25,4,2,29.0,34.0,27.0,20.0,100.0,1009.0,20.0,cv,1.0,0.0,0.0,2014-08-25,28.0
40733,40734,2014,8,25,5,2,38.0,31.0,26.0,20.0,100.0,1009.0,20.0,NW,2.0,0.0,0.0,2014-08-25,32.0
40734,40735,2014,8,25,6,2,38.0,37.0,27.0,20.0,100.0,1009.0,20.0,NW,3.0,0.0,0.0,2014-08-25,32.5
40735,40736,2014,8,25,7,2,47.0,41.0,29.0,20.0,94.03,1009.0,21.0,NE,2.0,0.0,0.0,2014-08-25,38.0
40736,40737,2014,8,25,8,2,62.0,66.0,37.0,20.0,88.45,1009.0,22.0,NE,4.0,0.0,0.0,2014-08-25,49.5
40737,40738,2014,8,25,9,2,77.0,,44.0,20.0,88.45,1009.0,22.0,NE,5.0,0.0,0.0,2014-08-25,60.5
40738,40739,2014,8,25,10,2,83.0,74.0,43.0,20.0,83.25,1009.0,23.0,cv,1.0,0.0,0.0,2014-08-25,63.0
40739,40740,2014,8,25,11,2,68.0,47.0,35.0,20.0,78.39,1009.0,24.0,SE,2.0,0.0,0.0,2014-08-25,51.5
40740,40741,2014,8,25,12,2,45.0,62.0,35.0,20.0,78.39,1009.0,24.0,SE,4.0,0.0,0.0,2014-08-25,40.0
40741,40742,2014,8,25,13,2,21.0,2.0,26.0,19.0,73.67,1009.0,24.0,SE,6.0,0.0,0.0,2014-08-25,23.5
40742,40743,2014,8,25,14,2,20.0,10.0,26.0,20.0,78.39,1009.0,24.0,NW,3.0,0.0,0.0,2014-08-25,23.0
40743,40744,2014,8,25,15,2,17.0,12.0,23.0,20.0,88.45,1009.0,22.0,NW,6.0,0.0,0.0,2014-08-25,20.0
40744,40745,2014,8,25,16,2,15.0,17.0,25.0,20.0,88.45,1009.0,22.0,NW,9.0,0.0,0.0,2014-08-25,20.0
40745,40746,2014,8,25,17,2,24.0,16.0,25.0,20.0,88.45,1009.0,22.0,NW,11.0,0.0,0.0,2014-08-25,24.5
40746,40747,2014,8,25,18,2,31.0,33.0,29.0,20.0,88.45,1009.0,22.0,NE,2.0,0.0,0.0,2014-08-25,30.0
