,No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
39971,39972,2014,7,24,11,2,27.0,21.0,27.0,25.0,63.01,1001.0,33.0,SE,131.0,,,2014-07-24,27.0
39972,39973,2014,7,24,12,2,27.0,21.0,30.0,25.0,63.01,1000.0,33.0,SE,139.0,,,2014-07-24,28.5
39973,39974,2014,7,24,13,2,31.0,17.0,27.0,25.0,63.01,999.0,33.0,SE,147.0,,,2014-07-24,29.0
39974,39975,2014,7,24,14,2,25.0,19.0,25.0,25.0,66.66,999.0,32.0,SE,157.0,,,2014-07-24,25.0
39975,39976,2014,7,24,15,2,25.0,17.0,24.0,25.0,66.66,998.0,32.0,SE,166.0,,,2014-07-24,24.5
39976,39977,2014,7,24,16,2,23.0,20.0,22.0,25.0,66.66,997.0,32.0,SE,175.0,,,2014-07-24,22.5
39977,39978,2014,7,24,17,2,27.0,18.0,23.0,25.0,70.54,997.0,31.0,SE,185.0,,,2014-07-24,25.0
39978,39979,2014,7,24,18,2,21.0,22.0,21.0,25.0,70.54,996.0,31.0,SE,193.0,,,2014-07-24,21.0
39979,39980,2014,7,24,19,2,27.0,14.0,15.0,24.0,70.36,997.0,30.0,SE,203.0,,,2014-07-24,21.0
39980,39981,2014,7,24,20,2,21.0,14.0,18.0,24.0,70.36,996.0,30.0,SE,213.0,,,2014-07-24,19.5
39981,39982,2014,7,24,21,2,21.0,20.0,23.0,25.0,74.69,997.0,30.0,SE,223.0,,,2014-07-24,22.0
39982,39983,2014,7,24,22,2,18.0,16.0,19.0,24.0,70.36,997.0,30.0,SE,232.0,,,2014-07-24,18.5
39983,39984,2014,7,24,23,2,20.0,20.0,20.0,24.0,70.36,997.0,30.0,SE,240.0,,,2014-07-24,20.0
39985,39986,2014,7,25,1,2,18.0,15.0,16.0,24.0,70.36,996.0,30.0,SE,256.0,,,2014-07-25,17.0
39986,39987,2014,7,25,2,2,16.0,17.0,14.0,24.0,70.36,996.0,30.0,SE,266.0,,,2014-07-25,15.0
39987,39988,2014,7,25,3,2,18.0,16.0,15.0,24.0,70.36,995.0,30.0,SE,276.0,,,2014-07-25,16.5
39988,39989,2014,7,25,4,2,17.0,3.0,18.0,24.0,70.36,995.0,30.0,SW,11.0,,,2014-07-25,17.5
39989,39990,2014,7,25,5,2,20.0,8.0,19.0,24.0,70.36,996.0,30.0,SW,20.0,,,2014-07-25,19.5
39990,39991,2014,7,25,6,2,15.0,11.0,14.0,24.0,70.36,996.0,30.0,SW,29.0,,,2014-07-25,14.5
39991,39992,2014,7,25,7,2,15.0,9.0,13.0,24.0,78.97,998.0,28.0,SW,39.0,0.0,0.0,2014-07-25,14.0
39992,39993,2014,7,25,8,2,13.0,7.0,13.0,24.0,74.52,999.0,29.0,SW,50.0,0.3,0.3,2014-07-25,13.0
39993,39994,2014,7,25,9,2,16.0,4.0,15.0,25.0,83.82,1000.0,28.0,SW,58.0,0.1,0.4,2014-07-25,15.5
39995,39996,2014,7,25,11,2,29.0,6.0,13.0,25.0,83.82,1001.0,28.0,SW,76.0,0.0,0.0,2014-07-25,21.0
39996,39997,2014,7,25,12,2,29.0,22.0,21.0,25.0,79.11,1002.0,29.0,SW,84.0,0.0,0.0,2014-07-25,25.0
39997,39998,2014,7,25,13,2,37.0,32.0,32.0,25.0,74.69,1002.0,30.0,SW,91.0,0.0,0.0,2014-07-25,34.5
39998,39999,2014,7,25,14,2,39.0,34.0,41.0,25.0,70.54,1003.0,31.0,SW,97.0,0.0,0.0,2014-07-25,40.0
39999,40000,2014,7,25,15,2,62.0,57.0,53.0,25.0,66.66,1003.0,32.0,SW,104.0,0.0,0.0,2014-07-25,57.5
40000,40001,2014,7,25,16,2,72.0,51.0,58.0,25.0,66.66,1003.0,32.0,SW,109.0,0.0,0.0,2014-07-25,65.0
40001,40002,2014,7,25,17,2,68.0,51.0,58.0,25.0,70.54,1004.0,31.0,SW,114.0,0.0,0.0,2014-07-25,63.0
40002,40003,2014,7,25,18,2,62.0,47.0,58.0,26.0,74.85,1004.0,31.0,SW,118.0,0.0,0.0,2014-07-25,60.0
40003,40004,2014,7,25,19,2,74.0,66.0,74.0,25.0,74.69,1005.0,30.0,SW,122.0,0.0,0.0,2014-07-25,74.0
40004,40005,2014,7,25,20,2,86.0,76.0,76.0,25.0,74.69,1006.0,30.0,NW,2.0,0.0,0.0,2014-07-25,81.0
40005,40006,2014,7,25,21,2,77.0,58.0,84.0,24.0,74.52,1007.0,29.0,NW,7.0,0.0,0.0,2014-07-25,80.5
40007,40008,2014,7,25,23,2,109.0,78.0,119.0,24.0,74.52,1008.0,29.0,NE,6.0,0.0,0.0,2014-07-25,114.0
40009,40010,2014,7,26,1,2,88.0,79.0,132.0,23.0,74.35,1008.0,28.0,NE,11.0,0.0,0.0,2014-07-26,110.0
40010,40011,2014,7,26,2,2,102.0,82.0,114.0,23.0,74.35,1008.0,28.0,NE,14.0,0.0,0.0,2014-07-26,108.0
40011,40012,2014,7,26,3,2,117.0,82.0,111.0,24.0,83.71,1008.0,27.0,NE,16.0,0.0,0.0,2014-07-26,114.0
40012,40013,2014,7,26,4,2,114.0,83.0,112.0,23.0,74.35,1008.0,28.0,NE,20.0,0.0,0.0,2014-07-26,113.0
40013,40014,2014,7,26,5,2,115.0,81.0,112.0,23.0,74.35,1009.0,28.0,NE,22.0,0.0,0.0,2014-07-26,113.5
40014,40015,2014,7,26,6,2,108.0,67.0,106.0,23.0,74.35,1009.0,28.0,NE,24.0,0.0,0.0,2014-07-26,107.0
40015,40016,2014,7,26,7,2,97.0,71.0,99.0,23.0,70.17,1010.0,29.0,NE,26.0,0.0,0.0,2014-07-26,98.0
40016,40017,2014,7,26,8,2,90.0,59.0,86.0,23.0,70.17,1010.0,29.0,NE,28.0,0.0,0.0,2014-07-26,88.0
40017,40018,2014,7,26,9,2,92.0,66.0,85.0,23.0,66.25,1010.0,30.0,NE,30.0,0.0,0.0,2014-07-26,88.5
40018,40019,2014,7,26,10,2,86.0,57.0,79.0,24.0,70.36,1011.0,30.0,NE,33.0,0.0,0.0,2014-07-26,82.5
40019,40020,2014,7,26,11,2,95.0,59.0,86.0,24.0,66.45,1010.0,31.0,NE,36.0,0.0,0.0,2014-07-26,90.5
40020,40021,2014,7,26,12,2,91.0,68.0,81.0,25.0,66.66,1010.0,32.0,NE,40.0,0.0,0.0,2014-07-26,86.0
40021,40022,2014,7,26,13,2,92.0,66.0,80.0,24.0,59.36,1010.0,33.0,NE,42.0,0.0,0.0,2014-07-26,86.0
40022,40023,2014,7,26,14,2,91.0,71.0,74.0,24.0,59.36,1010.0,33.0,SE,4.0,0.0,0.0,2014-07-26,82.5
40023,40024,2014,7,26,15,2,83.0,61.0,81.0,25.0,70.54,1009.0,31.0,NE,5.0,0.0,0.0,2014-07-26,82.0
40024,40025,2014,7,26,16,2,92.0,68.0,71.0,25.0,70.54,1009.0,31.0,NE,9.0,0.0,0.0,2014-07-26,81.5
40025,40026,2014,7,26,17,2,101.0,80.0,84.0,24.0,70.36,1009.0,30.0,NE,13.0,0.0,0.0,2014-07-26,92.5
40026,40027,2014,7,26,18,2,105.0,93.0,103.0,25.0,79.11,1009.0,29.0,NE,17.0,0.1,0.1,2014-07-26,104.0
40027,40028,2014,7,26,19,2,115.0,89.0,112.0,24.0,78.97,1010.0,28.0,NE,20.0,0.0,0.0,2014-07-26,113.5
40028,40029,2014,7,26,20,2,118.0,93.0,114.0,24.0,78.97,1010.0,28.0,NE,24.0,0.0,0.0,2014-07-26,116.0
40029,40030,2014,7,26,21,2,120.0,76.0,113.0,24.0,78.97,1011.0,28.0,NE,28.0,0.0,0.0,2014-07-26,116.5
40030,40031,2014,7,26,22,2,98.0,72.0,88.0,24.0,78.97,1011.0,28.0,NE,31.0,0.0,0.0,2014-07-26,93.0
40031,40032,2014,7,26,23,2,77.0,57.0,79.0,24.0,83.71,1011.0,27.0,NE,34.0,0.0,0.0,2014-07-26,78.0
40033,40034,2014,7,27,1,2,68.0,45.0,62.0,24.0,83.71,1010.0,27.0,NE,38.0,0.0,0.0,2014-07-27,65.0
40034,40035,2014,7,27,2,2,54.0,45.0,55.0,24.0,78.97,1010.0,28.0,NE,40.0,0.0,0.0,2014-07-27,54.5
40035,40036,2014,7,27,3,2,62.0,36.0,45.0,25.0,88.86,1009.0,27.0,NE,41.0,0.0,0.0,2014-07-27,53.5
40036,40037,2014,7,27,4,2,56.0,43.0,46.0,25.0,88.86,1010.0,27.0,cv,1.0,0.0,0.0,2014-07-27,51.0
40037,40038,2014,7,27,5,2,56.0,45.0,53.0,25.0,88.86,1010.0,27.0,NE,1.0,0.0,0.0,2014-07-27,54.5
40038,40039,2014,7,27,6,2,64.0,63.0,58.0,25.0,88.86,1010.0,27.0,NE,3.0,0.0,0.0,2014-07-27,61.0
40039,40040,2014,7,27,7,2,75.0,47.0,72.0,25.0,83.82,1011.0,28.0,NE,5.0,0.0,0.0,2014-07-27,73.5
40040,40041,2014,7,27,8,2,72.0,52.0,88.0,25.0,83.82,1011.0,28.0,NE,8.0,0.0,0.0,2014-07-27,80.0
40041,40042,2014,7,27,9,2,79.0,60.0,81.0,25.0,79.11,1011.0,29.0,NE,11.0,0.0,0.0,2014-07-27,80.0
40042,40043,2014,7,27,10,2,63.0,49.0,75.0,26.0,79.25,1010.0,30.0,NE,14.0,0.0,0.0,2014-07-27,69.0
40044,40045,2014,7,27,12,2,60.0,42.0,63.0,26.0,70.73,1009.0,32.0,cv,4.0,0.0,0.0,2014-07-27,61.5
40045,40046,2014,7,27,13,2,58.0,49.0,61.0,26.0,66.86,1008.0,33.0,NE,3.0,0.0,0.0,2014-07-27,59.5
40046,40047,2014,7,27,14,2,52.0,43.0,52.0,26.0,66.86,1007.0,33.0,NE,9.0,0.0,0.0,2014-07-27,52.0
40047,40048,2014,7,27,15,2,44.0,31.0,47.0,25.0,63.01,1006.0,33.0,NE,15.0,0.0,0.0,2014-07-27,45.5
40048,40049,2014,7,27,16,2,35.0,34.0,37.0,25.0,74.69,1007.0,30.0,NE,19.0,0.3,0.3,2014-07-27,36.0
40049,40050,2014,7,27,17,2,83.0,34.0,37.0,25.0,83.82,1006.0,28.0,SW,4.0,0.2,0.5,2014-07-27,60.0
40050,40051,2014,7,27,18,2,43.0,32.0,35.0,25.0,88.86,1008.0,27.0,NW,5.0,10.6,11.1,2014-07-27,39.0
40052,40053,2014,7,27,20,2,23.0,1.0,16.0,24.0,100.0,1008.0,24.0,SE,1.0,2.7,16.8,2014-07-27,19.5
40053,40054,2014,7,27,21,2,12.0,8.0,7.0,24.0,94.2,1008.0,25.0,SE,3.0,0.7,17.5,2014-07-27,9.5
40054,40055,2014,7,27,22,2,22.0,6.0,15.0,23.0,94.16,1008.0,24.0,SW,3.0,0.1,17.6,2014-07-27,18.5
40056,40057,2014,7,28,0,2,15.0,4.0,15.0,23.0,94.16,1007.0,24.0,SW,8.0,0.0,0.0,2014-07-28,15.0
40057,40058,2014,7,28,1,2,16.0,11.0,17.0,23.0,94.16,1007.0,24.0,SW,12.0,0.0,0.0,2014-07-28,16.5
40058,40059,2014,7,28,2,2,26.0,14.0,27.0,23.0,94.16,1007.0,24.0,NW,2.0,0.0,0.0,2014-07-28,26.5
40059,40060,2014,7,28,3,2,33.0,26.0,34.0,23.0,88.7,1007.0,25.0,NW,4.0,0.0,0.0,2014-07-28,33.5
40060,40061,2014,7,28,4,2,41.0,38.0,43.0,24.0,94.2,1007.0,25.0,NW,6.0,0.0,0.0,2014-07-28,42.0
40061,40062,2014,7,28,5,2,51.0,28.0,57.0,24.0,94.2,1007.0,25.0,NE,2.0,,,2014-07-28,54.0
40062,40063,2014,7,28,6,2,55.0,42.0,57.0,24.0,94.2,1007.0,25.0,cv,0.0,0.0,0.0,2014-07-28,56.0
40063,40064,2014,7,28,7,2,48.0,35.0,56.0,24.0,88.78,1008.0,26.0,cv,0.0,0.0,0.0,2014-07-28,52.0
40064,40065,2014,7,28,8,2,48.0,26.0,48.0,24.0,83.71,1008.0,27.0,NE,2.0,0.0,0.0,2014-07-28,48.0
40065,40066,2014,7,28,9,2,40.0,29.0,43.0,24.0,78.97,1008.0,28.0,NW,3.0,0.0,0.0,2014-07-28,41.5
40066,40067,2014,7,28,10,2,37.0,21.0,33.0,23.0,70.17,1008.0,29.0,NE,2.0,0.0,0.0,2014-07-28,35.0
40067,40068,2014,7,28,11,2,38.0,29.0,41.0,23.0,66.25,1007.0,30.0,SW,3.0,0.0,0.0,2014-07-28,39.5
40068,40069,2014,7,28,12,2,43.0,29.0,45.0,24.0,62.79,1006.0,32.0,cv,2.0,0.0,0.0,2014-07-28,44.0
40069,40070,2014,7,28,13,2,43.0,43.0,53.0,24.0,59.36,1006.0,33.0,SW,2.0,0.0,0.0,2014-07-28,48.0
40070,40071,2014,7,28,14,2,55.0,,56.0,23.0,55.89,1005.0,33.0,NW,2.0,0.0,0.0,2014-07-28,55.5
40072,40073,2014,7,28,16,2,67.0,62.0,70.0,23.0,55.89,1004.0,33.0,NW,7.0,0.0,0.0,2014-07-28,68.5
40073,40074,2014,7,28,17,2,81.0,55.0,77.0,24.0,62.79,1004.0,32.0,NE,4.0,0.0,0.0,2014-07-28,79.0
40074,40075,2014,7,28,18,2,83.0,76.0,88.0,25.0,70.54,1004.0,31.0,NE,8.0,0.0,0.0,2014-07-28,85.5
40075,40076,2014,7,28,19,2,94.0,80.0,96.0,25.0,74.69,1005.0,30.0,SE,4.0,0.0,0.0,2014-07-28,95.0
40076,40077,2014,7,28,20,2,104.0,76.0,96.0,25.0,79.11,1005.0,29.0,SE,8.0,0.0,0.0,2014-07-28,100.0
40077,40078,2014,7,28,21,2,90.0,53.0,91.0,25.0,79.11,1006.0,29.0,SE,12.0,0.0,0.0,2014-07-28,90.5
40078,40079,2014,7,28,22,2,73.0,45.0,77.0,25.0,83.82,1006.0,28.0,SE,15.0,0.0,0.0,2014-07-28,75.0
40079,40080,2014,7,28,23,2,56.0,49.0,75.0,24.0,78.97,1005.0,28.0,SE,18.0,0.0,0.0,2014-07-28,65.5
40081,40082,2014,7,29,1,2,58.0,38.0,83.0,25.0,83.82,1005.0,28.0,SE,24.0,0.0,0.0,2014-07-29,70.5
40082,40083,2014,7,29,2,2,62.0,48.0,87.0,25.0,83.82,1006.0,28.0,SE,27.0,0.0,0.0,2014-07-29,74.5
40083,40084,2014,7,29,3,2,61.0,43.0,76.0,25.0,83.82,1006.0,28.0,SE,30.0,0.0,0.0,2014-07-29,68.5
40084,40085,2014,7,29,4,2,60.0,41.0,63.0,25.0,83.82,1006.0,28.0,SE,33.0,0.0,0.0,2014-07-29,61.5
40085,40086,2014,7,29,5,2,45.0,26.0,53.0,25.0,88.86,1006.0,27.0,SE,36.0,0.0,0.0,2014-07-29,49.0
40086,40087,2014,7,29,6,2,43.0,28.0,43.0,25.0,88.86,1007.0,27.0,SE,39.0,0.0,0.0,2014-07-29,43.0
40087,40088,2014,7,29,7,2,31.0,24.0,40.0,25.0,83.82,1007.0,28.0,SE,42.0,0.0,0.0,2014-07-29,35.5
40088,40089,2014,7,29,8,2,43.0,34.0,42.0,25.0,79.11,1007.0,29.0,SE,45.0,0.0,0.0,2014-07-29,42.5
40089,40090,2014,7,29,9,2,47.0,37.0,47.0,25.0,70.54,1007.0,31.0,SE,48.0,0.0,0.0,2014-07-29,47.0
40090,40091,2014,7,29,10,2,57.0,47.0,51.0,25.0,66.66,1007.0,32.0,SE,51.0,0.0,0.0,2014-07-29,54.0
40091,40092,2014,7,29,11,2,61.0,49.0,59.0,25.0,66.66,1006.0,32.0,SW,3.0,0.0,0.0,2014-07-29,60.0
40092,40093,2014,7,29,12,2,57.0,34.0,54.0,25.0,59.59,1006.0,34.0,SW,8.0,0.0,0.0,2014-07-29,55.5
40093,40094,2014,7,29,13,2,51.0,28.0,46.0,25.0,59.59,1005.0,34.0,SE,5.0,0.0,0.0,2014-07-29,48.5
40094,40095,2014,7,29,14,2,44.0,25.0,38.0,24.0,56.14,1005.0,34.0,SW,6.0,0.0,0.0,2014-07-29,41.0
40095,40096,2014,7,29,15,2,34.0,27.0,36.0,24.0,56.14,1005.0,34.0,SW,12.0,0.0,0.0,2014-07-29,35.0
40096,40097,2014,7,29,16,2,40.0,28.0,33.0,23.0,52.86,1005.0,34.0,SW,18.0,0.0,0.0,2014-07-29,36.5
40097,40098,2014,7,29,17,2,31.0,17.0,28.0,25.0,63.01,1004.0,33.0,SE,5.0,0.0,0.0,2014-07-29,29.5
40098,40099,2014,7,29,18,2,29.0,9.0,26.0,25.0,66.66,1005.0,32.0,SE,10.0,0.0,0.0,2014-07-29,27.5
40099,40100,2014,7,29,19,2,19.0,10.0,22.0,24.0,66.45,1005.0,31.0,SE,17.0,0.0,0.0,2014-07-29,20.5
40100,40101,2014,7,29,20,2,22.0,21.0,19.0,24.0,70.36,1006.0,30.0,SE,23.0,0.0,0.0,2014-07-29,20.5
40101,40102,2014,7,29,21,2,21.0,20.0,19.0,25.0,74.69,1006.0,30.0,SE,30.0,0.0,0.0,2014-07-29,20.0
40102,40103,2014,7,29,22,2,25.0,12.0,18.0,25.0,79.11,1006.0,29.0,SE,36.0,0.0,0.0,2014-07-29,21.5
40103,40104,2014,7,29,23,2,15.0,17.0,20.0,25.0,79.11,1007.0,29.0,SE,43.0,0.0,0.0,2014-07-29,17.5
40105,40106,2014,7,30,1,2,17.0,9.0,18.0,25.0,83.82,1006.0,28.0,SE,55.0,0.0,0.0,2014-07-30,17.5
40106,40107,2014,7,30,2,2,19.0,11.0,17.0,25.0,83.82,1006.0,28.0,SE,62.0,0.0,0.0,2014-07-30,18.0
40107,40108,2014,7,30,3,2,16.0,6.0,11.0,25.0,83.82,1006.0,28.0,SE,68.0,0.0,0.0,2014-07-30,13.5
40108,40109,2014,7,30,4,2,17.0,2.0,13.0,25.0,83.82,1006.0,28.0,SE,73.0,0.0,0.0,2014-07-30,15.0
40109,40110,2014,7,30,5,2,12.0,3.0,18.0,25.0,83.82,1006.0,28.0,SE,78.0,0.0,0.0,2014-07-30,15.0
40110,40111,2014,7,30,6,2,11.0,3.0,17.0,26.0,88.94,1007.0,28.0,SE,82.0,0.0,0.0,2014-07-30,14.0
40111,40112,2014,7,30,7,2,11.0,4.0,18.0,25.0,79.11,1007.0,29.0,SE,87.0,0.0,0.0,2014-07-30,14.5
40112,40113,2014,7,30,8,2,17.0,8.0,15.0,25.0,74.69,1007.0,30.0,SE,92.0,0.0,0.0,2014-07-30,16.0
40114,40115,2014,7,30,10,2,11.0,3.0,14.0,25.0,63.01,1007.0,33.0,SW,5.0,0.0,0.0,2014-07-30,12.5
40115,40116,2014,7,30,11,2,11.0,16.0,15.0,25.0,63.01,1007.0,33.0,SE,5.0,,,2014-07-30,13.0
40116,40117,2014,7,30,12,2,18.0,13.0,18.0,24.0,56.14,1006.0,34.0,SE,11.0,,,2014-07-30,18.0
40117,40118,2014,7,30,13,2,17.0,17.0,18.0,25.0,59.59,1006.0,34.0,SW,5.0,0.0,0.0,2014-07-30,17.5
40118,40119,2014,7,30,14,2,25.0,12.0,22.0,24.0,53.11,1005.0,35.0,SW,10.0,0.0,0.0,2014-07-30,23.5
40119,40120,2014,7,30,15,2,29.0,23.0,28.0,24.0,56.14,1005.0,34.0,SE,6.0,0.0,0.0,2014-07-30,28.5
40120,40121,2014,7,30,16,2,28.0,22.0,28.0,24.0,56.14,1004.0,34.0,SE,12.0,0.0,0.0,2014-07-30,28.0
40121,40122,2014,7,30,17,2,26.0,34.0,26.0,25.0,63.01,1004.0,33.0,SE,17.0,0.0,0.0,2014-07-30,26.0
40122,40123,2014,7,30,18,2,30.0,27.0,27.0,24.0,62.79,1004.0,32.0,SE,23.0,0.0,0.0,2014-07-30,28.5
40123,40124,2014,7,30,19,2,32.0,29.0,29.0,25.0,70.54,1005.0,31.0,SE,28.0,0.0,0.0,2014-07-30,30.5
40124,40125,2014,7,30,20,2,29.0,25.0,33.0,25.0,74.69,1005.0,30.0,SE,33.0,0.0,0.0,2014-07-30,31.0
40125,40126,2014,7,30,21,2,28.0,21.0,31.0,25.0,74.69,1005.0,30.0,SE,38.0,0.0,0.0,2014-07-30,29.5
40126,40127,2014,7,30,22,2,22.0,8.0,27.0,26.0,83.94,1006.0,29.0,SE,43.0,0.0,0.0,2014-07-30,24.5
40127,40128,2014,7,30,23,2,21.0,7.0,23.0,26.0,83.94,1006.0,29.0,SE,47.0,0.0,0.0,2014-07-30,22.0
40129,40130,2014,7,31,1,2,17.0,16.0,21.0,26.0,83.94,1005.0,29.0,SE,55.0,0.0,0.0,2014-07-31,19.0
40130,40131,2014,7,31,2,2,14.0,3.0,20.0,26.0,83.94,1005.0,29.0,NE,4.0,0.0,0.0,2014-07-31,17.0
40132,40133,2014,7,31,4,2,13.0,3.0,16.0,26.0,83.94,1005.0,29.0,SE,10.0,0.0,0.0,2014-07-31,14.5
40133,40134,2014,7,31,5,2,9.0,5.0,14.0,26.0,83.94,1005.0,29.0,NE,4.0,0.0,0.0,2014-07-31,11.5
40134,40135,2014,7,31,6,2,9.0,7.0,11.0,26.0,83.94,1005.0,29.0,SE,3.0,0.0,0.0,2014-07-31,10.0
40136,40137,2014,7,31,8,2,13.0,8.0,15.0,25.0,70.54,1004.0,31.0,NE,11.0,0.0,0.0,2014-07-31,14.0
40138,40139,2014,7,31,10,2,13.0,8.0,10.0,24.0,59.36,1004.0,33.0,NE,22.0,0.0,0.0,2014-07-31,11.5
40139,40140,2014,7,31,11,2,12.0,6.0,13.0,24.0,59.36,1004.0,33.0,NE,28.0,0.0,0.0,2014-07-31,12.5
40140,40141,2014,7,31,12,2,10.0,8.0,9.0,24.0,59.36,1004.0,33.0,NE,34.0,0.0,0.0,2014-07-31,9.5
40141,40142,2014,7,31,13,2,10.0,9.0,8.0,24.0,59.36,1003.0,33.0,NE,40.0,0.0,0.0,2014-07-31,9.0
40142,40143,2014,7,31,14,2,14.0,10.0,9.0,24.0,62.79,1003.0,32.0,NE,47.0,0.0,0.0,2014-07-31,11.5
40143,40144,2014,7,31,15,2,15.0,13.0,12.0,24.0,59.36,1002.0,33.0,NE,54.0,0.0,0.0,2014-07-31,13.5
40145,40146,2014,7,31,17,2,8.0,7.0,11.0,23.0,62.57,1002.0,31.0,NE,69.0,0.0,0.0,2014-07-31,9.5
40146,40147,2014,7,31,18,2,11.0,9.0,11.0,24.0,70.36,1002.0,30.0,NE,76.0,0.0,0.0,2014-07-31,11.0
40147,40148,2014,7,31,19,2,12.0,11.0,12.0,24.0,70.36,1002.0,30.0,NE,81.0,0.0,0.0,2014-07-31,12.0
40148,40149,2014,7,31,20,2,11.0,6.0,13.0,24.0,70.36,1002.0,30.0,NE,88.0,0.0,0.0,2014-07-31,12.0
40149,40150,2014,7,31,21,2,12.0,7.0,15.0,24.0,74.52,1002.0,29.0,NE,96.0,0.0,0.0,2014-07-31,13.5
40150,40151,2014,7,31,22,2,11.0,8.0,12.0,25.0,79.11,1002.0,29.0,NE,100.0,0.8,0.8,2014-07-31,11.5
40151,40152,2014,7,31,23,2,10.0,6.0,10.0,25.0,88.86,1002.0,27.0,NE,106.0,0.0,0.0,2014-07-31,10.0
40153,40154,2014,8,1,1,2,4.0,,12.0,24.0,83.71,1000.0,27.0,NE,117.0,0.0,0.0,2014-08-01,8.0
40154,40155,2014,8,1,2,2,5.0,,5.0,24.0,78.97,1000.0,28.0,NE,122.0,0.8,0.8,2014-08-01,5.0
40155,40156,2014,8,1,3,2,7.0,,7.0,24.0,83.71,999.0,27.0,NE,127.0,0.8,1.6,2014-08-01,7.0
40156,40157,2014,8,1,4,2,4.0,,5.0,25.0,94.25,999.0,26.0,NE,133.0,1.9,3.5,2014-08-01,4.5
40158,40159,2014,8,1,6,2,9.0,,8.0,25.0,88.86,999.0,27.0,NE,142.0,5.6,5.6,2014-08-01,8.5
40160,40161,2014,8,1,8,2,8.0,,9.0,25.0,94.25,999.0,26.0,NE,153.0,5.6,16.0,2014-08-01,8.5
40161,40162,2014,8,1,9,2,10.0,,6.0,25.0,94.25,999.0,26.0,NE,160.0,1.5,17.5,2014-08-01,8.0
40162,40163,2014,8,1,10,2,7.0,,6.0,25.0,94.25,999.0,26.0,NE,168.0,2.9,20.4,2014-08-01,6.5
40163,40164,2014,8,1,11,2,8.0,,4.0,25.0,94.25,998.0,26.0,NE,175.0,1.9,22.3,2014-08-01,6.0
40164,40165,2014,8,1,12,2,14.0,,10.0,25.0,94.25,998.0,26.0,NE,182.0,0.1,22.4,2014-08-01,12.0
40165,40166,2014,8,1,13,2,18.0,2.0,14.0,25.0,94.25,998.0,26.0,NE,189.0,1.1,23.5,2014-08-01,16.0
40166,40167,2014,8,1,14,2,17.0,15.0,17.0,24.0,88.78,997.0,26.0,NE,197.0,0.0,0.0,2014-08-01,17.0
40167,40168,2014,8,1,15,2,21.0,19.0,21.0,24.0,83.71,997.0,27.0,NE,206.0,0.0,0.0,2014-08-01,21.0
40168,40169,2014,8,1,16,2,20.0,10.0,19.0,24.0,83.71,997.0,27.0,NE,213.0,0.6,0.6,2014-08-01,19.5
40169,40170,2014,8,1,17,2,21.0,12.0,15.0,24.0,83.71,997.0,27.0,NE,221.0,0.4,1.0,2014-08-01,18.0
40170,40171,2014,8,1,18,2,22.0,13.0,17.0,24.0,88.78,996.0,26.0,NE,228.0,0.3,1.3,2014-08-01,19.5
40171,40172,2014,8,1,19,2,24.0,12.0,20.0,24.0,88.78,997.0,26.0,NE,234.0,0.0,0.0,2014-08-01,22.0
40172,40173,2014,8,1,20,2,20.0,11.0,20.0,24.0,88.78,996.0,26.0,NE,240.0,0.0,0.0,2014-08-01,20.0
40173,40174,2014,8,1,21,2,22.0,9.0,17.0,24.0,88.78,997.0,26.0,NE,247.0,0.0,0.0,2014-08-01,19.5
40174,40175,2014,8,1,22,2,19.0,12.0,16.0,24.0,83.71,996.0,27.0,NE,254.0,0.0,0.0,2014-08-01,17.5
40175,40176,2014,8,1,23,2,21.0,9.0,13.0,23.0,78.82,996.0,27.0,NE,262.0,0.0,0.0,2014-08-01,17.0
40177,40178,2014,8,2,1,2,15.0,8.0,12.0,23.0,83.6,995.0,26.0,NE,9.0,0.9,1.2,2014-08-02,13.5
40178,40179,2014,8,2,2,2,12.0,2.0,10.0,24.0,88.78,994.0,26.0,NW,8.0,2.3,3.5,2014-08-02,11.0
40179,40180,2014,8,2,3,2,8.0,,7.0,24.0,94.2,994.0,25.0,NW,16.0,0.6,4.1,2014-08-02,7.5
40180,40181,2014,8,2,4,2,7.0,,10.0,24.0,94.2,994.0,25.0,NW,25.0,1.1,5.2,2014-08-02,8.5
40181,40182,2014,8,2,5,2,8.0,,13.0,24.0,94.2,994.0,25.0,NW,32.0,1.3,6.5,2014-08-02,10.5
40182,40183,2014,8,2,6,2,11.0,5.0,9.0,24.0,94.2,995.0,25.0,NW,40.0,0.8,7.3,2014-08-02,10.0
40184,40185,2014,8,2,8,2,13.0,,13.0,24.0,88.78,995.0,26.0,NW,57.0,0.1,7.9,2014-08-02,13.0
40185,40186,2014,8,2,9,2,17.0,7.0,16.0,25.0,88.86,995.0,27.0,NW,64.0,0.1,8.0,2014-08-02,16.5
40186,40187,2014,8,2,10,2,15.0,10.0,15.0,25.0,88.86,995.0,27.0,NW,72.0,0.6,8.6,2014-08-02,15.0
40187,40188,2014,8,2,11,2,19.0,5.0,22.0,25.0,94.25,995.0,26.0,NW,81.0,0.1,8.7,2014-08-02,20.5
40188,40189,2014,8,2,12,2,15.0,4.0,15.0,25.0,88.86,996.0,27.0,NW,89.0,0.0,0.0,2014-08-02,15.0
